Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
ZKEGS7P7,journalArticle,2013,"Trainor, A. M.; Walters, J. R.; Urban, D. L.; Moody, A.",Evaluating the effectiveness of a Safe Harbor Program for connecting wildlife populations,Animal Conservation,,1469-1795,10.1111/acv.12035,https://onlinelibrary.wiley.com/doi/abs/10.1111/acv.12035,"Conversion of lands to agriculture and development within remaining natural habitats have fragmented ecosystems and reduced wildlife populations. The US Fish and Wildlife Service has adopted an incentive-based conservation strategy known as the Safe Harbor Program (SHP) to reduce the vulnerability of federally protected species located on private properties. In addition to protecting populations, the SHP also strives to enhance species viability by devising strategies to (re)connect populations among habitat patches. We empirically evaluated the effectiveness of the initial Safe Harbor agreement, developed for Red-cockaded Woodpeckers (Picoides borealis, hereafter RCW) in the North Carolina Sandhills, in enhancing connectivity for that species. According to our results, breeding territories located on private properties enrolled in the SHP promoted dispersal of RCWs and enhanced overall population connectivity relative to otherwise similar territories located on non-SHP properties. Moreover, the SHP created extensive stepping-stone corridors throughout the region. Our analysis also showed that RCW connectivity will be negatively impacted directly and indirectly by encroaching urban growth. By combining an urban growth model with estimated connectivity, managers and conservation planners can identify which properties critical for connectivity are most threatened by urban encroachment. These results can help conservation planners develop strategic actions on private land based on the species specific movement ability, current landscapes and projected urban growth.",2013,09-05-2023 15:30,10-05-2023 16:39,09-05-2023 15:30,610-620,,6,16,,Anim. Conserv.,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/acv.12035,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Trainor_etal_2013_Anim. Conserv..pdf,,,connectivity; graph theory; conefor sensinode; dispersal behavior; Picoides borealis; urban growth modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GACT5YGW,journalArticle,2002,"Rudd, Hillary; Vala, Jamie; Schaefer, Valentin",Importance of Backyard Habitat in a Comprehensive Biodiversity Conservation Strategy: A Connectivity Analysis of Urban Green Spaces,Restoration Ecology,,"1061-2971, 1526-100X",10.1046/j.1526-100X.2002.02041.x,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1526-100X.2002.02041.x,"Connectivity has been an accepted goal in ecological restoration of wilderness areas for some time, but it is a relatively new approach in urban areas. The connectivity analysis presented here explores the numbers and patterns of corridors required to connect urban green spaces as part of an overall biodiversity conservation strategy. Green spaces in this study were weighted based on size and a habitat requirement of 0.5 ha for a hypothetical indicator species. Thirteen potential networks were evaluated using Gamma, Beta, and Cost Ratio indices. The study zone contained 54 green spaces (habitat nodes) with a combined area of 636.5 ha in a total urban area of approximately 2,600 ha. Several models (Travelling Salesman, Paul Revere, and Least Cost to User) were used to evaluate possible connections. These results indicated that at least 325 linkages are necessary to connect half of the nodes. Such large numbers of linkages are only feasible by enhancing the matrix of backyard habitat, planted boulevards, and utility rights-of way found in a city. Strengthening such networks should work well to support the biota protected in urban parks and wildlife refuges and the seasonal migrants that sometimes depend on urban habitats for their survival.",2002-06,10-05-2023 16:18,11-05-2023 16:13,10-05-2023 16:18,368-375,,2,10,,Restor. Ecol.,Importance of Backyard Habitat in a Comprehensive Biodiversity Conservation Strategy,,,,,,,en-US,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1046/j.1526-100X.2002.02041.x,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Rudd_etal_2002_Restor. Ecol..pdf,,,connectivity; green space; corridors; backyard habitat; Greater Vancouver; habitat matrix; urban ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK4GN5AV,journalArticle,2019,"Clauzel, Céline; Bonnevalle, Charlotte",Apports de la modélisation spatiale pour la gestion de la trame verte et bleue,Cybergeo,,1278-3366,10.4000/cybergeo.32333,https://journals.openedition.org/cybergeo/32333,"Connecting natural habitats to allow animal and plant species to move has become a major issue in environmental policies. However, the identification and management of ecological networks raises difficulties due to the diversity of methods for analyzing connectivity and the lack of harmonized data at the country level. The aim of this study is to use graph theory to more finely integrate the functional connectivity of the landscape into the modeling of ecological networks at different spatial scales. The use of generic data and a standardized method makes it possible to identify core areas and corridors in a uniform way throughout the French metropolitan area and to overcome regional administrative boundaries. The results highlight a nationwide ecological network that can be compared to the existing green and blue infrastructure in a decision-making perspective.",04-06-2019,10-05-2023 16:10,15-05-2023 20:44,10-05-2023 16:10,,,,,,Cybergeo,,,,,,,,en-US,https://creativecommons.org/licenses/by/4.0/,,,,journals.openedition.org,,Publisher: CNRS-UMR Géographie-cités 8504 titleTranslation: Apports de la modélisation spatiale pour la gestion de la trame verte et bleue,,,,#nosource,aide à la décision; biodiversité; connectivité; réseau écologique; théorie des graphes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JYXAWYU2,journalArticle,2011,"Chiappero, Marina B.; Panzetta-Dutari, Graciela M.; Gómez, Daniela; Castillo, Ernesto; Polop, Jaime J.; Gardenal, Cristina N.","Contrasting genetic structure of urban and rural populations of the wild rodent Calomys musculinus (Cricetidae, Sigmodontinae)",Mammalian Biology,,16165047,10.1016/j.mambio.2010.02.003,https://doi.org/10.1016/j.mambio.2010.02.003,"The alteration of landscapes by human activities worldwide has forced many animal species to persist in remnants of natural habitats. One of the best examples of this process occurs in central-east Argentina, where the original prairies were almost completely replaced by agricultural land, cattle production areas and increasing urbanization. We used nine microsatellite loci to analyze the population genetic structure of the Sigmodontine rodent Calomys musculinus in two anthropically altered habitats: an agroecosystem and a city. Rodents inhabiting urban vacant lots showed higher levels of relatedness and genetic differentiation than rodents inhabiting the agroecosystem. Urban rodents presented a pattern of isolation by distance; in the rural habitat this pattern was present only along the border of a secondary road, but not over the entire area surveyed. In the city, a spatially limited but buffered environment, populations would be small, demographically stable, and dispersal would be restricted. On the contrary, in agroecosystems populations would experience a high rate of turn over: local demes would originate each year by a mixture of overwintering individuals, and dispersal would occur preferentially along the weedy borders of fields.",2011-01,10-05-2023 16:16,11-05-2023 16:15,10-05-2023 16:16,41-50,,1,76,,Mamm. Biol.,,,,,,,,en-US,,,,,Springer Link,,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Chiappero_etal_2011_Mamm. Biol..pdf,,,Genetic structure; Agroecosystems; Calomys musculinus; Microsatellites; Urban populations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6DGRECYS,journalArticle,2009,"Andersson, Erik; Bodin, Örjan",Practical tool for landscape planning? An empirical investigation of network based models of habitat fragmentation,Ecography,,"09067590, 16000587",10.1111/j.1600-0587.2008.05435.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0587.2008.05435.x,"This study presents a graph-theoretical modelling approach using daily movements and habitat demands of different target bird species in an urban context to assess: 1) habitable land cover types, 2) threshold distances between patches of habitat, 3) the required minimum accessible habitat areas and 4) the effects of barriers and stepping stones. The modelling approach is tested using empirical data from field surveys in the urban area of Stockholm, Sweden. The results show that groups of small habitat patches can house the same species as larger contiguous patches as long as they are perceived as functionally connected by the inhabitant organisms. Furthermore, we found that binary habitat/non-habitat representations of the landscape could roughly explain the variation in species occurrence, as long as habitat was properly defined. However, the explanatory power of the landscape models increased when features of matrix heterogeneity such as stepping stones and barriers were accounted for. Synthesis and application: in a world where forest ecosystems are becoming increasingly fragmented there is an urgent need to find comprehensive and scientifically relevant methods for managing and planning ecosystems. This study shows that: 1) groups of well placed small habitat patches can, together, be sufficient to attract birds in intensively developed areas, 2) the presented modelling approach can help identify such groups of patches, 3) matrix heterogeneity should preferably be accounted for, and 4) proper assessments of habitable land cover types are important. Finally, we argue that the modelling approach applied here may substantially improve landscape management and planning at scales ranging from whole landscapes down to neighbourhoods.",03-04-2009,10-05-2023 16:21,10-05-2023 16:33,10-05-2023 16:21,123-132,,1,32,,Ecography,Practical tool for landscape planning?,,,,,,,en-US,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1600-0587.2008.05435.x,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Andersson_Bodin_2009_Ecography.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSWBE27K,journalArticle,2022,"Alberti, Marina; Wang, Tianzhe",Detecting patterns of vertebrate biodiversity across the multidimensional urban landscape,Ecology Letters,,"1461-023X, 1461-0248",10.1111/ele.13969,https://onlinelibrary.wiley.com/doi/abs/10.1111/ele.13969,"Explicit characterisation of the complexity of urban landscapes is critical for understanding patterns of biodiversity and for detecting the underlying social and ecological processes that shape them. Urban environments exhibit variable heterogeneity and connectivity, influenced by different historical contingencies, that affect community assembly across scales. The multidimensional nature of urban disturbance and co-occurrence of multiple stressors can cause synergistic effects leading to nonlinear responses in populations and communities. Yet, current research design of urban ecology and evolutionary studies typically relies on simple representation of the parameter space that can be observed. Sampling approaches apply simple urban gradients such as linear transects in space or comparisons of urban sites across the urban mosaic accounting for a few variables. This rarely considers multiple dimensions and scales of biodiversity, and proves to be inadequate to explain observed patterns. We apply a multidimensional approach that integrates distinctive social, ecological and built characteristics of urban landscapes, representing variations along dimensions of heterogeneity, connectivity and historical contingency. Measuring species richness and beta diversity across 100 US metropolitan areas at the city and 1-km scales, we show that distinctive signatures of urban biodiversity can result from interactions between socioecological heterogeneity and connectivity, mediated by historical contingency.",2022-04,17-10-2022 22:18,11-05-2023 21:53,10-05-2023 16:21,1027-1045,,4,25,,Ecol. Lett.,,,,,,,,en-US,,,,,onlinelibrary.wiley.com,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/ele.13969,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Alberti_Wang_2022_Ecol. Lett..pdf,,REVIEW; PRIO-READ,species richness; landscape ecology; beta diversity; biodiversity; multidimensional landscape; scaling; spatial scales; urban gradients; vertebrate species,"Chase, Jonathan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3A6AP7H,journalArticle,2022,"Liu, Dianfeng; Li, Huiying; Qiu, Mingli; Liu, Yaolin",Understanding coupled coordination relationships between social and ecological functions of urban green spaces,Geo-spatial Information Science,,"1009-5020, 1993-5153",10.1080/10095020.2022.2134057,https://doi.org/10.1080/10095020.2022.2134057,"Urban Green Spaces (UGSs) can provide social and ecological benefits, and the coordination of these two functions will largely advance human-nature harmony in cities. As such, we proposed a comprehensive framework to evaluate UGSs multifunctionality, i.e. the coupling coordination relationship of ecological connectivity and spatial accessibility of UGSs. Wuhan City in Central China was taken as a case study, and multiple ecosystem service values of green space patches and the disordered use of UGSs multifunctionality were explored. The results demonstrated low-level coupling coordination of UGSs multifunctionality in Wuhan. More than 70% of UGSs were imbalanced, 27.91% of which featured small sizes, low connectivity and accessibility. We suggest that planners should optimize UGSs arrangement to improve species reachability, especially for species with dispersal distance less than 4 km, and to create 15-minute community life circles for residents at the same time. Our findings are expected to support the promotion of UGSs multifunctionality and the balance of urban development and habitat conservation.",21-10-2022,10-05-2023 16:22,11-05-2023 16:15,10-05-2023 16:22,Jan-15,,0,0,,Geo-spat. Inf. Sci.,,,,,,,,en-US,,,,,Taylor and Francis+NEJM,,Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/10095020.2022.2134057,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Liu_etal_2022_Geo-spat. Inf. Sci..pdf,,,Urban green spaces; coupling coordination analysis; ecological connectivity; spatial accessibility; Wuhan city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKXPMPEK,journalArticle,2010,"Hedblom, Marcus; Söderström, Bo",Landscape effects on birds in urban woodlands: an analysis of 34 Swedish cities,Journal of Biogeography,,"03050270, 13652699",10.1111/j.1365-2699.2010.02299.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2699.2010.02299.x,"Aim To compare bird abundances in woodlands along gradients from the city centre to the peri-urban area. To evaluate the importance of the proportion of woodland within the city and in the peri-urban landscape to forest bird communities breeding in urban woodlands. To test whether fragmentation effects on birds were linked to the type of peri-urban matrix. Location A total of 34 Swedish cities with > 10,000 inhabitants in south-central Sweden. The study area covered 105,000 km2, in which 84% of the Swedish population of 9.1 million lives. Methods Repeated point count surveys were conducted in 2004 in a total of 474 woodlands. General linear models were used to test for possible differences in abundance along urban to peri-urban gradients, and to regress bird abundances in local urban woodlands on: (1) total woodland cover in the city, (2) total woodland cover in the peri-urban landscape, (3) the interaction between woodland cover in the city and in the peri-urban area, (4) region, and (5) human density. Results More than 12,000 individuals of 100 forest bird species were recorded. Of the 34 most common species detected, 13 bird species had higher abundances in urban than in peri-urban woodlands, and seven species showed the opposite trend. The bird community of urban woodlands was characterized by species associated with deciduous forests and tree nesters, whereas the bird community of peri-urban woodlands was characterized by species associated with coniferous woodland and ground nesters. Twelve species were significantly linearly associated with the proportion of urban woodland and/or the proportion of peri-urban woodland, and a further eight species were associated with the interaction between these two factors. Local breeding bird abundances of four species were significantly positively associated with the proportion of urban woodland only in farmland-dominated landscapes. Main conclusions Fragmentation effects on some urban birds are linked to the type of peri-urban matrix. In farmland landscapes, peri-urban woodlands may have been too scarce to act as a source of bird immigrants to fragmented urban woodlands. To maintain populations of specialized forest birds within cities in landscapes dominated by agriculture, it is of paramount importance to conserve any remaining urban woodlands.",23-03-2010,10-05-2023 16:14,11-05-2023 16:15,10-05-2023 16:14,1302-1316,,7,37,,J. Biogeogr.,Landscape effects on birds in urban woodlands,,,,,,,en-US,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2699.2010.02299.x,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Hedblom_Soderstrom_2010_J. Biogeogr..pdf,,,fragmentation; Birds; city forest; forest remnant; landscape; matrix; Sweden; threshold; urban gradient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LWPRAEVA,journalArticle,2016,"Teng, Mingjun; Zhou, Zhixiang; Wang, Pengcheng; Xiao, Wenfa; Wu, Changguang; Lord, Elizabeth",Geotechnology-Based Modeling to Optimize Conservation of Forest Network in Urban Area,Environmental Management,,"0364-152X, 1432-1009",10.1007/s00267-015-0642-6,http://link.springer.com/10.1007/s00267-015-0642-6,"Forest network development in urban areas faces the challenge from forest fragmentation, human-induced disturbances, and scarce land resources. Here, we proposed a geotechnology-based modeling to optimize conservation of forest network by a case study of Wuhan, China. The potential forest network and their priorities were assessed using an improved least-cost path model and potential utilization efficiency estimation. The modeling process consists of four steps: (i) developing species assemblages, (ii) identifying core forest patches, (iii) identifying potential linkages among core forest patches, and (iv) demarcating forest networks. As a result, three species assemblages, including mammals, pheasants, and other birds, were identified as the conservation targets of urban forest network (UFN) in Wuhan, China. Based on the geotechnology-based model, a forest network proposal was proposed to fulfill the connectivity requirements of selected species assemblages. The proposal consists of seven forest networks at three levels of connectivity, named ideal networks, backbone networks, and comprehensive network. The action priorities of UFN plans were suggested to optimize forest network in the study area. Additionally, a total of 45 forest patches with important conservation significance were identified as prioritized stepping-stone patches in the forest network development. Urban forest conserve was also suggested for preserving woodlands with priority conservation significance. The presented geotechnology-based modeling is fit for planning and optimizing UFNs, because of the inclusion of the stepping-stone effects, human-induced pressures, and priorities. The framework can also be applied to other areas after a sensitivity test of the model and the modification of the parameters to fit the local environment.",2016-03,02-05-2023 20:12,15-05-2023 20:59,10-05-2023 20:50,601-619,,3,57,,Environmental Management,,,,,,,,en-US,,,,,DOI.org (Crossref),,,,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Teng_etal_2016_Environmental Management.pdf,,,Forest fragmentation; Urbanization; Forest management; Landscape planning; Priority; Stepping-stone effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMZKKC6R,journalArticle,2021,"Fusco, Nicole A.; Pehek, Ellen; Munshi‐South, Jason",Urbanization reduces gene flow but not genetic diversity of stream salamander populations in the New York City metropolitan area,Evolutionary Applications,,"1752-4571, 1752-4571",10.1111/eva.13025,https://www.proquest.com/docview/2479466639/abstract/1C183E14A1A84FF0PQ/1,"Natural landscape heterogeneity and barriers resulting from urbanization can reduce genetic connectivity between populations. The evolutionary, demographic, and ecological effects of reduced connectivity may lead to population isolation and ultimately extinction. Alteration to the terrestrial and aquatic environment caused by urban influence can affect gene flow, specifically for stream salamanders who depend on both landscapes for survival and reproduction. To examine how urbanization affects a relatively common stream salamander species, we compared genetic connectivity of Eurycea bislineata (northern two‐lined salamander) populations within and between streams in an urban, suburban, and rural habitat around the New York City (NYC) metropolitan area. We report reduced genetic connectivity between streams within the urban landscape found to correspond with potential barriers to gene flow, that is, areas with more dense urbanization (roadways, industrial buildings, and residential housing). The suburban populations also exhibited areas of reduced connectivity correlated with areas of greater human land use and greater connectivity within a preserve protected from development. Connectivity was relatively high among neighboring rural streams, but a major roadway corresponded with genetic breaks even though the habitat contained more connected green space overall. Despite greater human disturbance across the landscape, urban and suburban salamander populations maintained comparable levels of genetic diversity to their rural counterparts. Yet small effective population size in the urban habitats yielded a high probability of loss of heterozygosity due to genetic drift in the future. In conclusion, urbanization impacted connectivity among stream salamander populations where its continual influence may eventually hinder population persistence for this native species in urban habitats.",2021-01,02-05-2023 20:04,11-05-2023 18:44,11-05-2023 16:53,99-116,,1,14,,Evol. Appl.,,,,,,,,en-US,"© 2021. This work is published under http://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.",,,,ProQuest,,"Num Pages: 99-116 Place: Hoboken, United States Publisher: John Wiley & Sons, Inc. Section: SPECIAL ISSUE ORIGINAL ARTICLES",,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Fusco_etal_2021_Evol. Appl..pdf,,YES,urbanization; genetic connectivity; stream salamanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6M5I5PMR,journalArticle,2021,"Carlen, Elizabeth; Munshi‐South, Jason",Widespread genetic connectivity of feral pigeons across the Northeastern megacity,Evolutionary Applications,,"1752-4571, 1752-4571",10.1111/eva.12972,https://www.proquest.com/docview/2479465787/abstract/3F9B31D75D954259PQ/1,"Urbanization may restrict, facilitate, or have no effect on gene flow, depending on the organism and extent of urbanization. In human commensals, with high dispersal ability, urbanization can facilitate gene flow by providing continuous suitable habitat across a wide range. Additionally, suburban or rural areas with lower human population density may act as a barrier to gene flow for these human commensals. Spatial population genetic approaches provide a means to understand genetic connectivity across geographically expansive areas that encompass multiple metropolitan areas. Here, we examined the spatial genetic patterns of feral pigeons (Columba livia) living in cities in the eastern United States. We focused our sampling on the Northeastern megacity, which is a region covering six large cities (Boston, Providence, New York City, Philadelphia, Baltimore, and Washington, DC). We performed ddRAD‐Seqon 473 samples, recovered 35,200 SNPs, and then used multiple evolutionary clustering analyses to investigate population structuring. These analyses revealed that pigeons formed two genetic clusters—a northern cluster containing samples from Boston and Providence and a southern cluster containing all other samples. This substructuring is possibly due to reduced urbanization across coastal Connecticut that separates Boston and Providence from New York and mid‐Atlantic cities. We found that pairs of pigeons within 25 km are highly related (Mantel r = 0.217, p = .001) and that beyond 50 km, pigeons are no more related than they would be at random. Our analysis detected higher‐than‐expected gene flow under an isolation by distance model within each city. We conclude that the extreme urbanization characteristic of the Northeastern megacity is likely facilitating gene flow in feral pigeons.",2021-01,02-05-2023 20:07,11-05-2023 18:56,11-05-2023 16:55,150-162,,1,14,,Evol. Appl.,,,,,,,,en-US,"© 2021. This work is published under http://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.",,,,ProQuest,,"Num Pages: 150-162 Place: Hoboken, United States Publisher: John Wiley & Sons, Inc. Section: SPECIAL ISSUE ORIGINAL ARTICLES",,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Carlen_Munshi‐South_2021_Evol. Appl..pdf,,YES,population genetics; Columba livia; Northeastern megacity; pigeon; Rock Dove; urban evolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFE2I4H9,journalArticle,2022,"Li, Huiying; Liu, Dianfeng; He, Jianhua",Exploring Differentiated Conservation Priorities of Urban Green Space Based on Tradeoffs of Ecological Functions,Sustainability,,2071-1050,10.3390/su14031845,https://www.proquest.com/docview/2627843887/abstract/592BA599FC504D11PQ/1,"Urban green space (UGS) can simultaneously provide social and ecological benefits for humans. Although numerous studies have evaluated the multifunctional benefits of urban green space, few of them have determined the differentiated conservation priorities of UGS towards the tradeoff relationship of multiple UGS functions. Here, we proposed an integrated framework to explore the targeted conservation strategies of UGS patches. Specifically, the circuit theory model and gravity floating catchment area method were adopted to evaluate ecological connectivity and spatial accessibility of UGS under multiple scenarios in terms of different species dispersal distances and resident travelling modes, and Pareto ranking analysis was utilized to identify conservation priorities of UGS. Wuhan City in central China was taken as a case study. The results show that Wuhan exhibits low synergic relationship of ecological connectivity and spatial accessibility of UGS, and only approximately 7.51% of UGS patches on average rank high. Based on the frequency of UGS Pareto ranks under different scenarios, the differentiated conservation strategy was developed, which identified 10 key green areas that need to be protected and 11 green areas that need to be restored. This work is expected to provide an applicable framework to identify key UGS patches and assist in urban planning and layout optimization of multifunctional UGS in Wuhan, China.",05-02-2022,02-05-2023 20:07,11-05-2023 22:13,11-05-2023 16:55,1845,,3,14,,Sustainability,,,,,,,,en-US,"© 2022 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.",,,,DOI.org (Crossref),,"Num Pages: 1845 Place: Basel, Switzerland Publisher: MDPI AG",,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Li_etal_2022_Sustainability.pdf,,YES,urban green space; ecological connectivity; spatial accessibility; pareto ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXJSQVK5,journalArticle,2013,"Hepcan, Şerif","Analyzing the pattern and connectivity of urban green spaces: A case study of Izmir, Turkey",Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-012-0271-2,https://www.proquest.com/docview/1347648227/abstract/BE55828704FD4BC7PQ/1,"The primary concerns in this study were to quantify the connectivity and green space pattern using landscape metrics (PLAND, NP, AREA_MN and CONNECT) in the central districts of the city of Izmir. The primary research materials included thirteen 1:25,000 scale standard topographical maps and IKONOS satellite image with 1 m resolution. The PLAND scores revealed that while the urban fabric occupied almost 26 % of the study area, the urban green spaces covered only 1.45 %. This was also the lowest score in proportion to the areas of other land-use/cover classes. Furthermore, the results of NP and MPS indicated that the configuration of urban green spaces was very patchy and highly fragmented. Likewise, using CONNECT, the overall connectivity score of urban green spaces was 0.12, which was the lowest score of all areas measured the metrics. The Güzelbahçe district seemed to hold the most promise for connectivity, with a CONNECT score of 3.75. On the other hand, the Bornova district presented the least promising case in terms of connectivity, with a score of 0.59. In the study area, the correlations between the size of the districts/built-up areas and the CONNECT scores of the urban green spaces were found to be ""non-significant"" (P<0.01). The ultimate goals were to increase the amount of systematically planned urban green spaces and set up a green infrastructure in Izmir. In the case of Izmir, a master planning approach, which uses a systematic and comprehensive method to guide urban green spaces, is necessary to develop planning and design strategies for fully functional and multi-purpose urban green space systems.[PUBLICATION ABSTRACT]",2013-06,02-05-2023 20:04,11-05-2023 18:45,11-05-2023 16:55,279-293,,2,16,,Urban Ecosyst.,Analyzing the pattern and connectivity of urban green spaces,,,,,,,en-US,Springer Science+Business Media New York 2013,,,,ProQuest,,"Num Pages: 279-293 Place: Salzburg, Netherlands Publisher: Springer Nature B.V.",,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Hepcan_2013_Urban Ecosyst..pdf,,YES,Biodiversity; Cities; Connectivity; Urban areas; Urbanization; Case studies; Environmental studies; Housing And Urban Planning; Infrastructure; Land use; Landscape architecture; Planning; Population; Statistical analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRTILRAL,journalArticle,2019,"Longo, Regina Marcia; Da Silva, Alessandra Leite; Bettine, Sueli Do Carmo; Demanboro, Antonio Carlos; Bressane, Adriano; Fengler, Felipe Hashimoto; Admilson, Irio Riberio",Environmental quality in urban forests in Campinas – São Paulo State/Brazil,"International Journal of Environmental Impacts: Management, Mitigation and Recovery",,"2398-2640, 2398-2659",10.2495/EI-V2-N2-117-130,https://www.proquest.com/docview/2250613468/abstract/7428091E8F36427APQ/1,"The process of ecosystem fragmentation causes three types of changes in the ecosystem: changes of abiotic, direct biotic and indirect biotic nature. Among these changes, some of them are the microclimatic alterations, edge effect, decrease of the gene flow and losses of biodiversity, among others. In this way, the present study aimed to evaluate the environmental quality of forest remnants in a highly urbanized area through environmental indicators and landscape metrics, such as total area, circularity index, shape of forest fragments, nuclear area, connectivity between them, use and occupation around and distance from the nearest neighbor. The indicators were evaluated according to the methodologies established in the literature and grouped into an index to determine the environmental quality of each forest remnant. The index consisted of the sum of the weighted values for each indicator, according to its classification. The results indicate that most forest remnants evaluated in the study area present medium environmental quality, which demonstrates the degree of edge effect to which they are submitted, and this emphasizes the need for appropriate management actions in these areas, in order to soften such external pressures and ensure long-term sustainability. In addition, it was also identified that the metrics related to the area are essentially important for the determination of the environmental quality of forest remnants.",19-06-2019,02-05-2023 20:05,11-05-2023 18:00,11-05-2023 16:55,117-130,,2,2,,Int. J. Environ. Impacts: Manag. Mitig. Recovery,,,,,,,,en-US,"© 2019. Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the associated terms available at https://www.witpress.com/journals/ei or in accordance with the terms at https://creativecommons.org/licenses/by/4.0/ (the “License”), if applicable",,,,ProQuest,,"Num Pages: 117-130 Place: Southampton, United Kingdom Publisher: W I T Press",,C:\Users\andrh\OneDrive - Carleton University\Zotero storage\storage\FULLSCREENING\YES\Longo_etal_2019_Int. J. Environ. Impacts Manag. Mitig. Recovery.pdf,,YES,environmental indicators; forest remnants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
