doi,updated,url,url_for_pdf,url_for_landing_page,evidence,license,version,host_type,is_best,pmh_id,endpoint_id,repository_institution,oa_date,data_standard,is_oa,is_paratext,genre,oa_status,has_repository_copy,journal_is_oa,journal_is_in_doaj,journal_issns,journal_issn_l,journal_name,publisher,published_date,year,title,updated_resource,decision
10.4067/s0718-34022012000200004,2018-11-09T09:24:04.940601,https://scielo.conicyt.cl/pdf/rgeong/n52/art04.pdf,https://scielo.conicyt.cl/pdf/rgeong/n52/art04.pdf,https://doi.org/10.4067/s0718-34022012000200004,open (via page says license),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2012-09-01,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,FALSE,0718-3402,0379-8682,Revista de geografía Norte Grande,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),2012-09-01,2012,Estado actual del desarrollo de la ecología urbana en grandes ciudades del sur de Chile,2023-01-14T19:39:01.586237,REVIEW
10.4067/s0718-34022012000200004,2022-07-29T05:23:21.941413,http://www.scielo.cl/pdf/rgeong/n52/art04.pdf,http://www.scielo.cl/pdf/rgeong/n52/art04.pdf,http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000200004,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:scielo:S0718-34022012000200004,xfaytpa8kuwx8d2xs2dz,Red Federada de Repositorios Institucionales de Publicaciones Científicas - LA Referencia,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,FALSE,0718-3402,0379-8682,Revista de geografía Norte Grande,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),2012-09-01,2012,Estado actual del desarrollo de la ecología urbana en grandes ciudades del sur de Chile,2023-01-14T19:39:01.586237,REVIEW
10.4067/s0718-34022012000200004,2022-12-04T00:05:45.461734,https://dialnet.unirioja.es/descarga/articulo/4031484.pdf,https://dialnet.unirioja.es/descarga/articulo/4031484.pdf,https://dialnet.unirioja.es/servlet/oaiart?codigo=4031484,oa repository (via OAI-PMH title and first author match),NA,submittedVersion,repository,FALSE,oai:dialnet.unirioja.es:ART0000504167,4792168fa73c0ebbdfb,Universidad de la Rioja - Dialnet,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,FALSE,0718-3402,0379-8682,Revista de geografía Norte Grande,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),2012-09-01,2012,Estado actual del desarrollo de la ecología urbana en grandes ciudades del sur de Chile,2023-01-14T19:39:01.586237,REVIEW
10.4067/s0718-34022012000200004,2023-01-08T15:07:12.150570,https://www.redalyc.org/pdf/300/30023849004.pdf,https://www.redalyc.org/pdf/300/30023849004.pdf,https://www.redalyc.org/articulo.oa?id=30023849004,oa repository (via OAI-PMH title and first author match),NA,submittedVersion,repository,FALSE,oai:redalyc.org:30023849004,apzayjmq79glvyd9didz,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,FALSE,0718-3402,0379-8682,Revista de geografía Norte Grande,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),2012-09-01,2012,Estado actual del desarrollo de la ecología urbana en grandes ciudades del sur de Chile,2023-01-14T19:39:01.586237,REVIEW
10.1016/j.ufug.2013.07.005,2022-12-21T15:27:37.528006,https://researchonline.federation.edu.au/vital/access/services/Download/vital:5376/SOURCE1,https://researchonline.federation.edu.au/vital/access/services/Download/vital:5376/SOURCE1,http://researchonline.federation.edu.au/vital/access/HandleResolver/1959.17/66954,oa repository (via OAI-PMH doi match),NA,publishedVersion,repository,TRUE,vital:5376,ac139b2135452253023,Federation University Australia - FedUni ResearchOnline,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1618-8667,1610-8167,Urban Forestry &amp; Urban Greening,Elsevier BV,2013-01-01,2013,Developing a complementary framework for urban ecology,2022-09-25T04:12:53.262728,REVIEW
10.3390/su14159788,2023-03-23T20:43:57.694831,https://www.mdpi.com/2071-1050/14/15/9788/pdf?version=1660114225,https://www.mdpi.com/2071-1050/14/15/9788/pdf?version=1660114225,https://doi.org/10.3390/su14159788,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2022-08-08,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2071-1050,2071-1050,Sustainability,MDPI AG,2022-08-08,2022,"Strengthening a Regional Green Infrastructure through Improved Multifunctionality and Connectedness: Policy Suggestions from Sardinia, Italy",2023-03-16T02:25:47.915006,REVIEW
10.3390/su14159788,2023-03-22T10:02:09.212898,https://iris.unica.it/bitstream/11584/342955/1/Sustainability_2022_2.pdf,https://iris.unica.it/bitstream/11584/342955/1/Sustainability_2022_2.pdf,http://hdl.handle.net/11584/342955,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:iris.unica.it:11584/342955,cfe6373ea580c88db73,NA,2022-09-03,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2071-1050,2071-1050,Sustainability,MDPI AG,2022-08-08,2022,"Strengthening a Regional Green Infrastructure through Improved Multifunctionality and Connectedness: Policy Suggestions from Sardinia, Italy",2023-03-16T02:25:47.915006,REVIEW
10.1111/ajes.12083_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0002-9246,0002-9246,American Journal of Economics and Sociology,Wiley,2014-11-01,2014,"Middle Ground: Uniting City, Farm, and Nature with Diverse Agroecosystems",2021-01-14T19:07:19.152250,REVIEW
10.1111/j.1467-7717.2007.01025.x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0361-3666,0361-3666,Disasters,Wiley,2007-11-27,2007,Spain's greatest and most recent mine disaster,2021-01-18T13:01:49.006893,REVIEW
10.1016/j.ecolecon.2021.107126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0921-8009,0921-8009,Ecological Economics,Elsevier BV,2021-10-01,2021,Canadian efforts to slow the spread of Emerald Ash Borer (Agrilus planipennis Fairmaire) are economically efficient,2021-06-10T21:02:43.141605,REVIEW
10.1016/j.landurbplan.2008.10.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0169-2046,0169-2046,Landscape and Urban Planning,Elsevier BV,2009-04-01,2009,Conservation subdivisions: A wildlife perspective,2021-01-16T09:13:58.160530,REVIEW
10.1016/j.biocon.2013.06.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0006-3207,0006-3207,Biological Conservation,Elsevier BV,2013-10-01,2013,Anthropogenic refuges for freshwater biodiversity: Their ecological characteristics and management,2021-01-13T20:20:41.432238,REVIEW
10.1146/annurev-ecolsys-012120-100346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1543-592X,1545-2069",1543-592X,"Annual Review of Ecology, Evolution, and Systematics",Annual Reviews,2020-11-02,2020,"Hedgerows as Ecosystems: Service Delivery, Management, and Restoration",2021-01-18T22:48:32.698685,REVIEW
10.1890/120157,2022-01-05T09:59:42.665731,https://europepmc.org/articles/pmc4038793?pdf=render,https://europepmc.org/articles/pmc4038793?pdf=render,https://europepmc.org/articles/pmc4038793,oa repository (via OAI-PMH doi match),NA,acceptedVersion,repository,TRUE,oai:europepmc.org:3Ub6Fyt4eefnF5sRPBWw,b5e840539009389b1a6,PubMed Central - Europe PMC,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1540-9295,1540-9295,Frontiers in Ecology and the Environment,Wiley,2013-12-01,2013,Urban ecology in a developing world: why advanced socioecological theory needs Africa,2023-03-09T01:26:33.444137,REVIEW
10.1890/120157,2023-03-23T20:43:58.947347,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4038793,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4038793,oa repository (via pmcid lookup),NA,acceptedVersion,repository,FALSE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1540-9295,1540-9295,Frontiers in Ecology and the Environment,Wiley,2013-12-01,2013,Urban ecology in a developing world: why advanced socioecological theory needs Africa,2023-03-09T01:26:33.444137,REVIEW
10.1007/s00267-011-9751-z,2018-12-11T19:48:37.712458,https://link.springer.com/content/pdf/10.1007%2Fs00267-011-9751-z.pdf,https://link.springer.com/content/pdf/10.1007%2Fs00267-011-9751-z.pdf,https://doi.org/10.1007/s00267-011-9751-z,open (via page says license),cc-by-nc,publishedVersion,publisher,TRUE,NA,NA,NA,2011-09-24,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0364-152X,1432-1009",0364-152X,Environmental Management,Springer Science and Business Media LLC,2011-09-24,2011,Roadless and Low-Traffic Areas as Conservation Targets in Europe,2023-03-16T08:06:55.557606,REVIEW
10.1007/s00267-011-9751-z,2022-08-21T13:12:19.022067,https://europepmc.org/articles/pmc3189408?pdf=render,https://europepmc.org/articles/pmc3189408?pdf=render,https://europepmc.org/articles/pmc3189408,oa repository (via OAI-PMH doi match),cc-by-nc,publishedVersion,repository,FALSE,oai:europepmc.org:p93MHmFJQFLFA5j5LRZd,b5e840539009389b1a6,PubMed Central - Europe PMC,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0364-152X,1432-1009",0364-152X,Environmental Management,Springer Science and Business Media LLC,2011-09-24,2011,Roadless and Low-Traffic Areas as Conservation Targets in Europe,2023-03-16T08:06:55.557606,REVIEW
10.1007/s00267-011-9751-z,2023-03-23T20:43:59.157895,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3189408,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3189408,oa repository (via pmcid lookup),NA,publishedVersion,repository,FALSE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0364-152X,1432-1009",0364-152X,Environmental Management,Springer Science and Business Media LLC,2011-09-24,2011,Roadless and Low-Traffic Areas as Conservation Targets in Europe,2023-03-16T08:06:55.557606,REVIEW
10.1007/s00267-011-9751-z,2022-11-06T13:28:40.844628,https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/30602/okarma_et-al_areas_as_conservation_targets_in_europe_2011.pdf?sequence=1&isAllowed=y,https://ruj.uj.edu.pl/xmlui/bitstream/handle/item/30602/okarma_et-al_areas_as_conservation_targets_in_europe_2011.pdf?sequence=1&isAllowed=y,http://ruj.uj.edu.pl/xmlui/handle/item/30602,oa repository (via OAI-PMH title and first author match),cc-by-nc,submittedVersion,repository,FALSE,oai:ruj.uj.edu.pl:item/30602,a97c624b20b4aa90dbe,Academy of Humanities and Economics in Lodz - Homo Politicus,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0364-152X,1432-1009",0364-152X,Environmental Management,Springer Science and Business Media LLC,2011-09-24,2011,Roadless and Low-Traffic Areas as Conservation Targets in Europe,2023-03-16T08:06:55.557606,REVIEW
10.1007/s00267-011-9751-z,2017-10-21T18:43:09.532864,http://miun.diva-portal.org/smash/get/diva2:463892/FULLTEXT01,http://miun.diva-portal.org/smash/get/diva2:463892/FULLTEXT01,http://urn.kb.se/resolve?urn=urn:nbn:se:miun:diva-15160,oa repository (via OAI-PMH doi match),NA,submittedVersion,repository,FALSE,oai:DiVA.org:miun-15160,DiVA.org,DiVA.org,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"0364-152X,1432-1009",0364-152X,Environmental Management,Springer Science and Business Media LLC,2011-09-24,2011,Roadless and Low-Traffic Areas as Conservation Targets in Europe,2023-03-16T08:06:55.557606,REVIEW
10.15544/rd.2017.181,2019-10-03T16:55:01.000723,http://conf.rd.asu.lt/index.php/rd/article/download/600/987,http://conf.rd.asu.lt/index.php/rd/article/download/600/987,https://doi.org/10.15544/rd.2017.181,open (via free pdf),NA,publishedVersion,publisher,TRUE,NA,NA,NA,NA,2,TRUE,FALSE,proceedings-article,bronze,FALSE,FALSE,FALSE,NA,NA,"Proccedings of International Scientific Conference ""RURAL DEVELOPMENT 2017""",Aleksandras Stulginskis University,2018-02-15,2018,Do we need protective plantations along railways (Lithuanian case study)?,2021-04-24T23:13:02.995266,REVIEW
10.1016/j.cosust.2022.101204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1877-3435,1877-3435,Current Opinion in Environmental Sustainability,Elsevier BV,2022-08-01,2022,Trait-based approaches for understanding how biodiversity generates sustainable benefits in urban vegetated green infrastructure,2022-08-22T05:45:50.016283,REVIEW
10.3390/land10060576,2023-03-23T20:43:59.803998,https://www.mdpi.com/2073-445X/10/6/576/pdf?version=1622461413,https://www.mdpi.com/2073-445X/10/6/576/pdf?version=1622461413,https://doi.org/10.3390/land10060576,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2021-05-29,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2073-445X,2073-445X,Land,MDPI AG,2021-05-29,2021,"The Flows of Nature to People, and of People to Nature: Applying Movement Concepts to Ecosystem Services",2023-01-09T00:37:27.879400,REVIEW
10.3390/land10060576,2022-11-29T23:35:48.623132,https://repository.rothamsted.ac.uk/download/acc8fc78cfa7bcccf32f640765121944760dbbf05badd367a654881390b64fe8/4438647/land-10-00576-v2.pdf,https://repository.rothamsted.ac.uk/download/acc8fc78cfa7bcccf32f640765121944760dbbf05badd367a654881390b64fe8/4438647/land-10-00576-v2.pdf,https://repository.rothamsted.ac.uk/download/acc8fc78cfa7bcccf32f640765121944760dbbf05badd367a654881390b64fe8/4438647/land-10-00576-v2.pdf,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:repository.rothamsted.ac.uk:984y8,sc9aagumwjdhp9sznx4w,Rothamsted Repository - Rothamsted Repository,2021-06-13,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2073-445X,2073-445X,Land,MDPI AG,2021-05-29,2021,"The Flows of Nature to People, and of People to Nature: Applying Movement Concepts to Ecosystem Services",2023-01-09T00:37:27.879400,REVIEW
10.3390/land10060576,2023-01-18T12:02:52.460039,https://research.bangor.ac.uk/portal/files/38696950/2021_Land.pdf,https://research.bangor.ac.uk/portal/files/38696950/2021_Land.pdf,https://research.bangor.ac.uk/portal/en/researchoutputs/the-flows-of-nature-to-people-and-of-people-to-nature-applying-movement-concepts-to-ecosystem-services(0ffc979d-60a4-44e7-b271-eb4c85905fd5).html,oa repository (via OAI-PMH title and first author match),cc-by,publishedVersion,repository,FALSE,oai:research.bangor.ac.uk:publications/0ffc979d-60a4-44e7-b271-eb4c85905fd5,jtsubmn8fb8y2kgrrnqv,Bangor University - Bangor University Research Portal,2021-08-11,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2073-445X,2073-445X,Land,MDPI AG,2021-05-29,2021,"The Flows of Nature to People, and of People to Nature: Applying Movement Concepts to Ecosystem Services",2023-01-09T00:37:27.879400,REVIEW
10.3390/land10060576,2022-12-31T23:58:41.004893,http://nora.nerc.ac.uk/id/eprint/530527/1/N530527JA.pdf,http://nora.nerc.ac.uk/id/eprint/530527/1/N530527JA.pdf,http://nora.nerc.ac.uk/id/eprint/530527/1/N530527JA.pdf,oa repository (via OAI-PMH doi match),cc-by,acceptedVersion,repository,FALSE,oai:nora.nerc.ac.uk:530527,f3e083a9504ffa55f33,Natural Environment Research Council - NERC Open Research Archive,2021-06-17,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2073-445X,2073-445X,Land,MDPI AG,2021-05-29,2021,"The Flows of Nature to People, and of People to Nature: Applying Movement Concepts to Ecosystem Services",2023-01-09T00:37:27.879400,REVIEW
10.1016/j.ecolind.2015.08.002,2022-11-30T05:57:51.801061,https://repositorio.unesp.br/bitstream/11449/161093/1/WOS000367407000073.pdf,https://repositorio.unesp.br/bitstream/11449/161093/1/WOS000367407000073.pdf,http://hdl.handle.net/11449/161093,oa repository (via OAI-PMH doi match),NA,publishedVersion,repository,TRUE,oai:repositorio.unesp.br:11449/161093,8d1251d4709dca3a2be,NA,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1470-160X,1470-160X,Ecological Indicators,Elsevier BV,2016-01-01,2016,Suitability index for restoration in landscapes: An alternative proposal for restoration projects,2023-03-22T21:26:34.005822,REVIEW
10.1007/s10668-020-00623-2,2023-03-23T20:44:00.408908,https://link.springer.com/content/pdf/10.1007/s10668-020-00623-2.pdf,https://link.springer.com/content/pdf/10.1007/s10668-020-00623-2.pdf,https://doi.org/10.1007/s10668-020-00623-2,open (via crossref license),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2020-01-31,2,TRUE,FALSE,journal-article,hybrid,FALSE,FALSE,FALSE,"1387-585X,1573-2975",1387-585X,"Environment, Development and Sustainability",Springer Science and Business Media LLC,2020-01-31,2020,Urban green infrastructure as a tool for controlling the resilience of urban sprawl,2021-02-10T10:14:25.491656,REVIEW
10.1038/srep23814,2023-03-23T20:44:00.659409,https://www.nature.com/articles/srep23814.pdf,https://www.nature.com/articles/srep23814.pdf,https://doi.org/10.1038/srep23814,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2016-04-01,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2016-04-01,2016,Global priorities for national carnivore conservation under land use change,2023-03-19T01:24:42.786621,REVIEW
10.1038/srep23814,2022-06-04T00:07:48.525482,https://europepmc.org/articles/pmc4817124?pdf=render,https://europepmc.org/articles/pmc4817124?pdf=render,https://europepmc.org/articles/pmc4817124,oa repository (via OAI-PMH doi match),cc-by,publishedVersion,repository,FALSE,oai:europepmc.org:HyPpkPfR2egC9S5VR9bp,b5e840539009389b1a6,PubMed Central - Europe PMC,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2016-04-01,2016,Global priorities for national carnivore conservation under land use change,2023-03-19T01:24:42.786621,REVIEW
10.1038/srep23814,2022-12-01T10:27:08.143579,https://helda.helsinki.fi/bitstream/10138/162527/1/srep23814.pdf,https://helda.helsinki.fi/bitstream/10138/162527/1/srep23814.pdf,http://hdl.handle.net/10138/162527,oa repository (via OAI-PMH doi match),NA,publishedVersion,repository,FALSE,oai:helda.helsinki.fi:10138/162527,6920a6236b522aa5226,University of Helsinki - Helda,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2016-04-01,2016,Global priorities for national carnivore conservation under land use change,2023-03-19T01:24:42.786621,REVIEW
10.1038/srep23814,2023-03-23T20:44:00.659500,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4817124,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4817124,oa repository (via pmcid lookup),NA,publishedVersion,repository,FALSE,NA,NA,NA,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2016-04-01,2016,Global priorities for national carnivore conservation under land use change,2023-03-19T01:24:42.786621,REVIEW
10.1038/srep23814,2017-10-21T00:13:42.775666,https://www.repository.cam.ac.uk/bitstream/1810/254872/1/Di_Minin_et_al-2016-Scientific_Reports-VoR.pdf,https://www.repository.cam.ac.uk/bitstream/1810/254872/1/Di_Minin_et_al-2016-Scientific_Reports-VoR.pdf,https://www.repository.cam.ac.uk/handle/1810/254872,oa repository (via OAI-PMH doi match),cc-by,submittedVersion,repository,FALSE,oai:www.repository.cam.ac.uk:1810/254872,www.repository.cam.ac.uk,www.repository.cam.ac.uk,NA,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2016-04-01,2016,Global priorities for national carnivore conservation under land use change,2023-03-19T01:24:42.786621,REVIEW
10.1016/j.biocon.2011.11.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0006-3207,0006-3207,Biological Conservation,Elsevier BV,2012-03-01,2012,Determining the ecological value of landscapes beyond protected areas,2021-01-16T05:05:57.113844,REVIEW
10.1007/s10393-009-0209-1,2023-02-23T11:27:24.813525,https://link.springer.com/content/pdf/10.1007/s10393-009-0209-1.pdf,https://link.springer.com/content/pdf/10.1007/s10393-009-0209-1.pdf,https://doi.org/10.1007/s10393-009-0209-1,open (via page says license),cc-by-nc,publishedVersion,publisher,TRUE,NA,NA,NA,2008-12-01,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"1612-9202,1612-9210",1612-9202,EcoHealth,Springer Science and Business Media LLC,2008-12-01,2008,Top 10 Principles for Designing Healthy Coastal Ecosystems Like the Salish Sea,2023-02-23T11:28:07.525171,REVIEW
10.1007/s10393-009-0209-1,2022-11-05T12:14:44.401950,https://escholarship.org/content/qt8df9m840/qt8df9m840.pdf?t=l7nx9c,https://escholarship.org/content/qt8df9m840/qt8df9m840.pdf?t=l7nx9c,http://www.escholarship.org/uc/item/8df9m840,oa repository (via OAI-PMH title and first author match),NA,submittedVersion,repository,FALSE,qt8df9m840,29851292c9b5c740cb6,University of California - eScholarship University of California,NA,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"1612-9202,1612-9210",1612-9202,EcoHealth,Springer Science and Business Media LLC,2008-12-01,2008,Top 10 Principles for Designing Healthy Coastal Ecosystems Like the Salish Sea,2023-02-23T11:28:07.525171,REVIEW
10.1016/j.landurbplan.2017.05.001,2022-11-17T09:25:32.609570,https://opus.lib.uts.edu.au/bitstream/10453/99728/1/pagination_LAND_3122.pdf,https://opus.lib.uts.edu.au/bitstream/10453/99728/1/pagination_LAND_3122.pdf,http://hdl.handle.net/10453/99728,oa repository (via OAI-PMH doi match),NA,publishedVersion,repository,TRUE,oai:opus.lib.uts.edu.au:10453/99728,98e9d63c3ab9815ad80,NA,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0169-2046,0169-2046,Landscape and Urban Planning,Elsevier BV,2019-11-01,2019,Beyond ecological modelling: ground-truthing connectivity conservation networks through a design charrette in Western Australia,2022-11-21T22:12:16.006752,REVIEW
10.1016/j.ecocom.2007.06.009,2022-11-30T00:10:37.125200,http://nora.nerc.ac.uk/id/eprint/1161/1/Alderman_Hinsley.pdf,http://nora.nerc.ac.uk/id/eprint/1161/1/Alderman_Hinsley.pdf,http://nora.nerc.ac.uk/id/eprint/1161/1/Alderman_Hinsley.pdf,oa repository (via OAI-PMH doi match),NA,acceptedVersion,repository,TRUE,oai:nora.nerc.ac.uk:1161,f3e083a9504ffa55f33,Natural Environment Research Council - NERC Open Research Archive,NA,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1476-945X,1476-945X,Ecological Complexity,Elsevier BV,2007-12-01,2007,Modelling the third dimension: Incorporating topography into the movement rules of an individual-based spatially explicit population model,2021-01-19T21:48:08.207349,REVIEW
10.1002/ecs2.3434,2023-03-23T20:44:01.852619,https://doi.org/10.1002/ecs2.3434,NA,https://doi.org/10.1002/ecs2.3434,oa journal (via doaj),cc-by,publishedVersion,publisher,TRUE,NA,NA,NA,2021-05-01,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,TRUE,"2150-8925,2150-8925",2150-8925,Ecosphere,Wiley,2021-05-01,2021,Resilience: insights from the U.S. LongTerm Ecological Research Network,2023-02-10T17:33:17.208313,REVIEW
10.1109/jstars.2016.2565519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1939-1404,2151-1535",1939-1404,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Institute of Electrical and Electronics Engineers (IEEE),2017-02-01,2017,Segmentation of Individual Trees From TLS and MLS Data,2021-01-17T06:09:01.249331,REVIEW
10.1101/2022.05.26.493630,2022-12-26T14:59:25.586300,https://biss.pensoft.net/article/91225/download/pdf/,https://biss.pensoft.net/article/91225/download/pdf/,https://biss.pensoft.net/article/91225/,oa repository (via OAI-PMH title and first author match),cc-by,publishedVersion,repository,TRUE,10.3897/biss.6.91225,fdc44e7d58f6f66e741,Pensoft - Check List the Journal of Biodiversity Data,2022-08-23,2,TRUE,FALSE,posted-content,green,TRUE,FALSE,FALSE,NA,NA,NA,Cold Spring Harbor Laboratory,2022-05-28,2022,Clavis: an open and versatile identification key format,2022-12-14T16:42:07.412918,REVIEW
10.1101/2022.05.26.493630,2022-12-14T00:39:17.985789,https://www.duo.uio.no/bitstream/10852/98122/1/journal.pone.0277752.pdf,https://www.duo.uio.no/bitstream/10852/98122/1/journal.pone.0277752.pdf,http://hdl.handle.net/10852/98122,oa repository (via OAI-PMH title and first author match),cc-by,publishedVersion,repository,FALSE,oai:www.duo.uio.no:10852/98122,2a475454c4eff8bfce2,University of Oslo - Duo Research Archive,2022-12-12,2,TRUE,FALSE,posted-content,green,TRUE,FALSE,FALSE,NA,NA,NA,Cold Spring Harbor Laboratory,2022-05-28,2022,Clavis: an open and versatile identification key format,2022-12-14T16:42:07.412918,REVIEW
10.1101/2022.05.26.493630,2023-01-24T09:17:53.720829,https://zenodo.org/record/7021087/files/BISS_article_91225.pdf,https://zenodo.org/record/7021087/files/BISS_article_91225.pdf,https://zenodo.org/record/7021087,oa repository (via OAI-PMH title and first author match),cc-by,publishedVersion,repository,FALSE,oai:zenodo.org:7021087,kmlgamtfmx4w6tf78ykl,CERN European Organization for Nuclear Research - Zenodo,2022-08-25,2,TRUE,FALSE,posted-content,green,TRUE,FALSE,FALSE,NA,NA,NA,Cold Spring Harbor Laboratory,2022-05-28,2022,Clavis: an open and versatile identification key format,2022-12-14T16:42:07.412918,REVIEW
10.1101/2022.05.26.493630,2022-10-07T10:07:01.468043,https://www.biorxiv.org/content/biorxiv/early/2022/05/28/2022.05.26.493630.full.pdf,https://www.biorxiv.org/content/biorxiv/early/2022/05/28/2022.05.26.493630.full.pdf,https://doi.org/10.1101/2022.05.26.493630,oa repository (via page says license),cc-by,submittedVersion,repository,FALSE,NA,NA,NA,2022-05-28,2,TRUE,FALSE,posted-content,green,TRUE,FALSE,FALSE,NA,NA,NA,Cold Spring Harbor Laboratory,2022-05-28,2022,Clavis: an open and versatile identification key format,2022-12-14T16:42:07.412918,REVIEW
10.1101/2023.01.13.523871,2023-02-15T19:43:39.122097,https://www.biorxiv.org/content/biorxiv/early/2023/01/16/2023.01.13.523871.full.pdf,https://www.biorxiv.org/content/biorxiv/early/2023/01/16/2023.01.13.523871.full.pdf,https://doi.org/10.1101/2023.01.13.523871,oa repository (via page says license),cc-by,submittedVersion,repository,TRUE,NA,NA,NA,2023-01-16,2,TRUE,FALSE,posted-content,green,TRUE,FALSE,FALSE,NA,NA,NA,Cold Spring Harbor Laboratory,2023-01-16,2023,A standard protocol to report discrete stage-structured demographic information,2023-01-25T13:35:10.360736,REVIEW
