"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9L8EBAED","thesis","2022","Krauser, Michelle","Loggerhead Shrike Detectability and Occurrence in Coastal South Carolina Urban Areas","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2695015697?accountid=9894&bdid=33923&_bd=IJhLeeBBVlI%2B7Pmeg0P6Ycxjljo%3D","Grassland birds, such as the loggerhead shrike (Lanius ludovicianus), are threatened by extensive land-use change, including urbanization. Loggerhead shrikes have been declining since the early 1900s and are rare or extirpated in portions of their former range. Obtaining reliable population estimates of loggerhead shrikes is important to identify demographic trends and ensure conservation decisions are based on an accurate assessment of their current status. Imperfect detection, or the inability to detect every shrike during a survey, can result in biased population estimates. Estimating detection probability is labor-intensive and requires assumptions that are difficult to satisfy in most field studies. Understanding a species' detectability before beginning research is thus ideal.	In chapter one, I calculated the detection rates of long-term resident loggerhead shrikes along a highway corridor dominated by commercial and industrial development in Horry County, South Carolina. Using a generalized linear mixed model, I evaluated factors that could affect detection probability. All 47 shrikes included in the study were color-banded and monitored about twice per month year-round, from January 2019 through December 2021, allowing observers to determine occupancy and sex and track the status of each bird. Collectively, observers conducted 2,208 qualifying surveys on occupied territories. The best-fitting models showed that all predictor variables, including observer identity, season, sex, year, and the interaction between sex and season, affected detectability. The average detection rates for males and females had overlapping 95% confidence intervals, as did the years 2019, 2020, and 2021. Loggerhead shrikes had an average detection rate of 0.58 (range = 0.28–0.75, SD = 0.10) and were detectable year-round, with an average detection rate of 0.67 (SD = 0.17) during the breeding season, 0.56 (SD = 0.17) during winter, and 0.51 (SD = 0.16) during the molting season. The breeding season was the only season where the 95% confidence intervals for male and female detection rates did not overlap, with males having a detection rate of 0.70 (SD = 0.17) and females 0.60 (SD = 0.19). Females likely had a lower detection rate during the breeding season because they were unavailable for detection while incubating. Observers had detection rates ranging from 0.47 to 0.68 (SD = 0.08), suggesting variation among observers could affect population estimates. The results of chapter one can be used to improve the accuracy of population estimates by providing correction factors to account for the imperfect detection of urban shrikes. The correction factors can be used to identify the appropriate number of repeat surveys, increasing the efficiency of survey protocols and decreasing the costs of demographic studies. In chapter two, I identified habitat characteristics associated with loggerhead shrike occurrence along urban gradients in Charleston, Florence, Georgetown, and Horry counties, South Carolina. I surveyed 300 2.25-ha sites with impervious surface levels ranging from 3.2 to 96.3%. Using a generalized linear model, I assessed how impervious surface (%), highway density (m/ha), other road density (m/ha), total road density (m/ha), canopy cover (%), and powerline density (m/ha) are related to loggerhead shrike occurrence. Because loggerhead shrikes have been documented responding to habitat characteristics at multiple spatial scales, I measured predictor variables at the 2.25-ha, 20.25-ha, and 1-km scales.","2022-01-01","2023-05-16 16:54:29","2023-05-16 17:41:20","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJ799KGK","thesis","2018","Birdshire, Kristen R.","Bee Community Response to Local and Landscape Factors along an Urban-Rural Gradient","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2160960096?accountid=9894&bdid=33923&_bd=9QK0eyBPArVmcd40gh%2BplGF4Wcc%3D","Over a third of the world’s crops—including fruits, vegetables, nuts, spices, and oilseed—require insect pollination. Reliance on the pollination services that promote these food products continues to rise due to increasing demands from growing human populations; therefore, it is imperative to understand the ecology of insect pollinators. While extensive research describes pollination services in both agricultural and urban settings, few studies examine pollinator activity along urban-rural gradients. Even fewer address how bees with different bee life history characteristics respond to urbanization, and to my knowledge, never from a high elevation semi-arid environment. This study documented different pollinator assemblages from 12 sites along an urban-rural gradient in Denver, Colorado, USA. Percent impervious surface was used define the extent of urbanization. Wild bees were collected in the summer of 2017 and local and landscape characteristics were estimated using field assessments and geospatial analysis. Bee species’ life history characteristics were assigned to ecological guilds, and the relationships between urbanization and bee communities were explored using linear modeling. Given findings from a similar study, I hypothesized that bee communities in urban landscapes would be dominated by smaller bees with more ecologically generalized characteristics (e.g., polylectic and eusocial) than bees in rural landscapes, which were hypothesized to contain bee communities with more specialized traits (e.g., oligolectic). Overall, bee abundance and diversity decreased with increasing urbanization, suggesting that urban areas negatively impact bee communities. Moreover, all bee guilds responded positively to local floral richness, and negatively to the degree of urbanization in the landscape, suggesting that urbanization in the Denver metropolitan area is detrimental to entire bee communities. For the Denver metropolitan area, the findings suggest incorporating a greater diversity of floral species and increasing pollinator resource corridors throughout the city of Denver.","2018-01-01","2023-05-16 16:54:29","2023-05-16 17:41:16","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NF8SN43U","thesis","2021","Masseloux, Juliana","Forest Structure Shapes Tropical Terrestrial and Arboreal Mesomammal Communities Under Moderate Disturbance","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2562266960?accountid=9894&bdid=33923&_bd=SJDUD1S56vIAq%2Bgmd3rp7jvtPpo%3D","Tropical biodiversity is threatened globally by anthropogenic disturbances, particularly forest degradation and overhunting. Where large mammals have been extirpated, smaller-bodied “mesomammals” may play an important ecological role (e.g., as seed-dispersers). However, mesomammals are routinely understudied as they tend to be rare, cryptic, and nocturnal. Tropical tree-dwelling (arboreal and semi-arboreal) mesomammals are especially vulnerable to forest conversion, particularly when reliant on old growth forest structures. Understanding species- and community-level responses of terrestrial and arboreal mesomammals to changes in forest structure and human activity is crucial for informing management decisions in protected areas where resources are limited. We deployed 20 arboreal and 75 terrestrial camera traps throughout Nam Cat Tien National Park, southern Vietnam. The study objectives of the first chapter were to 1) identify long-term changes in terrestrial mesomammal richness and 2) evaluate the effects of forest structure and anthropogenic disturbance on an 18-species mesomammal community using community occupancy models. The objectives of the second chapter were to 1) evaluate the utility of arboreal camera traps for surveying nine arboreal and four semi-arboreal tropical mesomammals, 2) model the effects of forest structure and anthropogenic disturbance on detection and occurrence of arboreal mesomammals using generalized linear mixed models and single-season occupancy models, and 3) estimate arboreality of semi-arboreal species using multi-scale occupancy models. We found that terrestrial mesomammal site occupancy was driven largely by the interaction between distance to seasonally inundated grassland and absolute forest cover (basal area per hectare). We found no negative effects of anthropogenic factors at the community-level. However, we did find that four disturbance-tolerant small carnivores have been extirpated since the 1990s and continued human presence in the park suggests that hunting and snaring remains an acute threat to native mesomammals. We also found that canopy connectivity and other mature forest characteristics were important across the arboreal community. The effect of tree and focal limb characteristics on species detection was most likely explained by physiological adaptations and tree use behavior. Mean occupancy was underestimated for most semi-arboreal species when only one method was used. Multi-method occupancy designs may thus improve estimates of species distribution and habitat use, which are important for guiding management and conservation decisions.","2021-01-01","2023-05-16 16:54:29","2023-05-16 17:41:20","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKRVAJX6","thesis","2017","Gray, Morgan","The Influence of Land Use and Habitat Fragmentation on Landscape Connectivity","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1925000206?accountid=9894&bdid=33923&_bd=2kazSeM9d7Z8CwoTAvRH31VlP%2B4%3D","The built environment, especially roads, urban and suburban development, can reduce the ability for wildlife to move across landscapes. Maintaining landscape connectivity has become a central theme in ecology and conservation, as corridors of intact habitat help maintain ecosystem functionality and, in the face of climate change, may provide migration paths for species. However, the influence of the built environment on connectivity is rarely quantified using empirical data informed by species detection, movement, or genetic structure. Rather, structural connectivity, as opposed to functional connectivity, is estimated using land cover alone. Structural connectivity estimates offer a simple and potentially powerful approach with fewer data requirements for wildlife corridor planning; however, models of structural connectivity are rarely if ever evaluated with empirical species data, limiting our understanding of their reliability and utility. This dissertation fills this gap by investigating the influence of human land use and habitat fragmentation on landscape connectivity using a suite of quantitative modeling approaches and mammals as the focal species, including cross comparisons among these approaches. Specifically, three methods that vary in levels of biological information are used to evaluate how well structural connectivity models perform for individual species, as well as their relationship to functional connectivity.To begin with, the utility of a structural connectivity model based on the distribution and intensity of land use is evaluated by comparing model predictions to observed land use by a generalist carnivore, the puma (Puma concolor). Findings from this study indicate that generic landscape permeability models can be used with confidence as a guide when prioritizing habitat corridors for biodiversity conservation across fragmented landscapes. Next, the utility of structural connectivity models is further evaluated by examining how the inclusion of specific human land use variables affects model accuracy in a species distribution model for gray fox ( Urocyon cinereoargenteus). Findings from this study indicate that species distribution models generated in human-dominated landscapes have higher accuracy when informed by indices of land use. Finally, a combination of spatial and genetic methods is used to evaluate the influence of roads on the functional connectivity for a small mammal, California ground squirrels (Otospermophilus beecheyi). Findings from this study indicate that a combined spatial and genetic approach can be used to identify locations where roads act as barriers. Given the importance of habitat fragmentation, there is a pressing need to rapidly develop and utilize connectivity assessment methods in conservation planning. Research findings presented here have already impacted mammal conservation planning and management in California in the following specific ways. The structural connectivity model was used to identify priority habitat linkages for inclusion in the Conservation Blueprint for Santa Cruz County, and the combined genetic and spatial approach was used by the Santa Clara County Open Space Authority, CA to identify corridors and restore connectivity in an area with an existing road network. Beyond these regional impacts, future conservation planning worldwide can benefit from using readily available data collected by citizen scientists as input in predictive mapping to increase the sample size and spatial coverage for species distribution modeling.","2017-01-01","2023-05-16 16:54:29","2023-05-16 17:41:19","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YS8B6GAR","thesis","1993","McGuckin, Christopher P.","A landscape ecological model for wildlife enhancement of urban stormwater management practices","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/304061410?accountid=9894&bdid=33923&_bd=u7rzcHVlZGuPVxJO1Z08%2BpDlZCY%3D","A spatial distribution model was developed to predict the pattern of stormwater catchment facilities in developing urban areas. The model was validated through comparison of predicted results with historical data in Guelph, Canada, using nearest neighbour analysis. The validated model has been applied to developing urban-rural fringe lands in Guelph to illustrate land use patterns likely to occur under different scenarios. Simulations of various scenarios for incorporating stormwater catchment facilities into greenways have been tested with the model and the resultant land use patterns compared to the status quo, through measures of landscape ecological integrity such as connectivity and porosity.The results demonstrated that landscape integrity could be increased, urban wildlife habitat enhanced, and opportunities for residential non-consumptive wildlife recreation improved through integration of the evolving 'blue-green' open space provided by urban stormwater management facilities into existing greenways.","1993-01-01","2023-05-16 16:54:29","2023-05-16 17:41:20","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NB265QG2","thesis","2009","Sperling, Corinne D.","The importance of biodiversity in private gardens relative to public green spaces and the synergistic effects of garden connectivity","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/305039343?accountid=9894&bdid=33923&_bd=7baijv6yem80BDrQ3BwE50vRwvI%3D","Urban ecology, or the study of relationships among plants, animals and humans in cities, is an interdisciplinary science. It integrates issues of environmental concern, for example, biodiversity and ecological health, with the practices of a sample of urban dwellers. Private backgardens and public urban green spaces (parkettes) in the Greater Toronto Area were sampled and compared with respect to plant diversity and environmental heterogeneity. With a greater number of microhabitats and higher plant species richness than public parkettes, private backgardens were found to be remarkable hotspots of biodiversity and environmental heterogeneity. A backgarden microcosm experiment looked at the interaction of structural features of backgardens and the incidental recruitment of invertebrates, seeds, and plants. These small supplements of space served as habitats for recruitment of plants and seeds as it was determined that invertebrate abundance and diversity, incidental seed recruitment and above-ground vegetation growth were enhanced regardless of soil or grass substrate treatment in microcosms. Backgarden characteristics, specifically the number of woody plants (trees and shrubs) and the number of plant species significantly predicted seed recruitment and winged invertebrate visitation, respectively, to microcosms. Lastly, a spatial analysis evaluated local and regional green space composition and heterogeneity of the urban landscape. Nearly 74% of the Greater Toronto Area is comprised of green space, however, more than 50% is made up of low vegetation (i.e., grass and herbaceous ground cover). Approximately 8% of the urban landscape was appraised as private backgardens; 6% of the urban landscape, conservatively, was estimated as backgarden green space. The percent green space composition of backgardens differed between neighbourhoods, and based on different human population densities, while neighbours were found to be statistically similar in their backgarden percent green space composition. This research study thus promotes citizen science and ecological practices within backgardens to enhance urban biodiversity and regional green space connectivity.","2009-01-01","2023-05-16 16:54:30","2023-05-16 17:41:21","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QC4BWX5B","thesis","2009","Leidner, Allison Kara","Butterfly conservation in fragmented landscapes","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/304962999?accountid=9894&bdid=33923&_bd=XEpbelyteAT%2BUzC9WxciQn8Aoqc%3D","Human activities disturb and fragment many natural areas, thereby altering the way in which species interact with their landscape. In natural settings, species often evolved to disperse through areas unsuitable for habitation, but in a world dominated by human-modified landscapes, species face novel features that may disrupt their movement, increasing the isolation of populations. Consequently, there is a pressing need to understand if animals can persist in small natural areas separated by agricultural or urban development. The way in which species respond to fragmentation will inform if conservation actions are necessary to protect a species and what strategies might mitigate the consequences of fragmentation. My dissertation addresses these conservation problems using two studies of butterflies in fragmented landscapes. First, I used a novel synthesis of behavioral, mark-recapture, and population genetic studies to identify the effects of urban fragmentation on a rare butterfly. I present the synthesis in the context of a butterfly endemic to barrier islands in North Carolina, Atrytonopsis new species 1. Atrytonopsis  sp1 occupies sand dune habitat, which in this region has largely been converted to residential and commercial development. Many studies rely on a single method to measure movement, but combining methods may help elucidate the effects of natural or anthropogenic fragmentation. To test edge permeability, I conducted butterfly releases at four edge types: sand dune - beach, sand dune - maritime forest/shrub, sand dune - urbanization, and beach - ocean. I then used mark-recapture to compare Atrytonopsis sp1 movement rates in continuous sand dune habitat and between habitat patches separated by urban areas. Finally, I conducted a range-wide population genetic study to assess if there was significant population structure across the range of  Atrytonopsis sp1, and to determine how the structure was partitioned relative to natural barriers and urbanization. All three studies independently indicate that natural features, not urbanization, are barriers to Atrytonopsis sp1 movement. Analyzed separately, each study would point to the same general conclusion, but could result in different conservation recommendations. Both linear corridors and stepping-stones are conservation strategies that can increase connectivity of fragmented landscapes. For stepping stones to work, however, Atrytonopsis sp1 must be willing to enter the matrix, successfully find new habitat, and integrate its genes into the new population. The edge behavior studies indicate that  Atrytonopsis sp1 will fly into urban areas, and the mark-recapture studies confirm that it can successfully disperse over short distances. The population genetic studies indicate that longer distances of urbanization are not intrinsically barriers to movement. Consequently, I recommend conservation strategies that focus on preserving stepping stones, rather than on habitat corridors. In a separate study, I examined the effects of habitat fragmentation on tropical butterfly communities. Habitat fragmentation is a major driver of biodiversity loss, but its effects may be obscured by the ways in which different species respond to fragmentation. One reason that species display varying responses to fragmentation may be that variability itself is an effect of fragmentation. I tested whether forest fragmentation causes long-term hyperdynamism in butterfly communities, a taxon that naturally displays large variations in species richness and community composition. Using an 11-year dataset from an experimentally fragmented landscape in the central Amazon, I evaluated the effect of fragmentation on changes in species richness and community composition through time. Butterfly species richness did not differ between fragmented forest and intact forest. However, spatial and temporal patterns of butterfly species richness in fragmented forests were significantly more variable than in intact forest. Fragmented forest had a significantly lower proportion of understory shade species and a significantly higher proportion of edge species. I conclude that fragmentation fundamentally alters the natural dynamics of butterfly communities.","2009-01-01","2023-05-16 16:54:30","2023-05-16 17:41:20","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWDD4V7D","thesis","2010","Su, Yin Jiang","The analysis of the guangzhou landscape pattern based on 3s","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1870517899?accountid=9894&bdid=33923&_bd=bkMSKIcdaOtNCrSd1IBVFgG%2Fx00%3D","Translation from original language as provided by author: The serious environment problems which brought by growing urbanization made the people of all the world reached a consensus, building the ecological city which the human and the natural be harmony become the urban development trends- Organizing ""Green Games"" as an opportunity, which is a rare historical opportunity for Guangzhou's forestry development- This paper use 3S technology, the Indian IRS-P6 satellite image of December 2007 which covering the Guangzhou city as the information source, combining the investigation data which GPS positioned and GIS as a platform, integrating urban landscape classification principles, divided the urban landscape of Guangzhou into ten types: hard landscape,roads,agricultural land,water,bare land, generally green land, coniferous forest,broadleaf forest,coniferous forest and economic forest- Using the sustainable development theory and the landscape ecology theory as a guide, aims to optimize the distribution of forest in Guangzhou and improve the ecological environment of the city, through analying a set of landscape pattern indices, obtain the distribution of Guangzhou's landscape pattern in 2007,and then identify the irrational distribution of the current urban landscape of the Guangzhou City Urban landscape pattern, to make suggestions for Guangzhou's Urban Planning, urban landscape ecological planning, urban ecological construction reference- The results show that: 1,Based on GIS platform and made the Indian IRS-P6 image as information sources, through GPS precise positioning, analysis, the evaluation of urban landscape pattern is feasible- Use remote sensing images can be quickly and accurately obtain information on various types of landscape patches and analysis landscape pattern effectively- 2,Overall, the Guangzhou city is rich in landscape type and high in fragmentation- Although nearly 40% of the urban forest, the distribution is uneven, showing the distribution pattern of ""the North is the most and the South is less than it, the East and the West are the least"" ,spatial distribution of forests needs to optimize- 3,The distribution of various types of landscape composition is uneven-The hard landscape and agricultural land are the main, bare land is the least; broad-leaved mixed forest, hard landscape, agricultural land and usual green land occupy a larger proportion, bare land accounts for a small portion- This shows that the green environment in Guangzhou is better, the future Guangzhou's environment planning should be mainly adjust the pattern- 4,Urban forest landscape type is relatively concentrate- The coniferous forest,broadleaf forest,fruit trees and other economic forest in the urban forest are very close to circular- The ratio of the patch perimeter of road is the largest- It shows that the road played a very good corridor in function- 5,The boundary of water and road are complicate, fractal dimension are relatively big, the patch of urban green landscape is simple at the rim of Guangzhou ,which is adversely to create diversity, enhance and protect biodiversity- 6,In the fragmentation index, the degree of the fragmentation of the general landscape path in every district is relatively high, especially the center of Guangzhou city's patch fragmentation is more evident- 7,Guangzhou is rich in landscape type and the patch fragmentation is more evident-, In the uniformity index, and the diversity index, the Huadu District's were the highest and the Yuexiu District's were the lowest- In the dominance index, the Yuexiu District's were the highest and the Huadu District's were the","2010-01-01","2023-05-16 16:54:30","2023-05-16 17:41:13","","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BT6XYZJL","thesis","2013","Crawford, Lindsay Ann","Genetic and Morphological Variation of Butterflies in Relict Habitats","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/2700377060?accountid=9894&bdid=33923&_bd=ol1BrU5F2%2FxDeFXMUNuGu4JDW4Q%3D","Habitat fragmentation and loss are leading threats to global biodiversity and can alter patterns of dispersal, population dynamics, and genetics with implications for long-term species persistence. Most habitat fragmentation research has focused on recently fragmented species that historically occupied interconnected habitat patches. We know comparatively little about how naturally fragmented species may respond to habitat loss. For these species, local habitat patch quality may influence the dynamics and genetics of populations more than the structure of the surrounding landscape (e.g., degree of isolation of suitable habitat). I examined aspects of the ecology and evolution of populations inhabiting fragmented landscapes, using two butterfly species representing relict populations that are 1) recently fragmented by anthropogenic activities (Mormon metalmark, Apodemia mormo), and 2) naturally fragmented (bog copper, Lycaena epixanthe). I assessed patterns of genetic (amplified fragment length polymorphism, AFLP) and flight-related morphological variation, and their relationship to measures of surrounding landscape structure and local habitat quality.Population genetic analysis of the anthropogenically fragmented Mormon metalmark revealed a high degree of spatial genetic structure, indicating limited gene flow, despite a small geographic scale (<20 km). Management of this endangered population should focus on increasing connectivity among the most isolated sub-populations and through urban areas. For the naturally fragmented bog copper, genetic diversity was explained by variables related to patch quality rather than landscape structure. Movement ability in the bog copper (inferred by flight morphology) appeared to depend on both local habitat conditions and the surrounding landscape. Also, using an AFLP-based genome scan approach, I identified signatures of selection in the bog copper associated with fine-scale landscape heterogeneity.My work on the bog copper highlights the importance of considering the effects of local habitat conditions, in addition to habitat isolation, for conservation of fragmented populations.My work on the bog copper highlights the importance of considering the effects of local habitat conditions, in addition to habitat isolation, for conservation of fragmented populations.","2013-01-01","2023-05-16 16:54:30","2023-05-16 17:41:16","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4QS7XNJ","thesis","1988","Stenberg, Kathryn","Urban macrostructure and wildlife distributions: Regional planning implications","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/303684700?accountid=9894&bdid=33923&_bd=DmsYFGcYTDRJvJvmRMgHXcllC%2Fw%3D","Urban environments can satisfy the habitat requirements of a variety of wildlife species. It has been shown that urban residents enjoy wildlife near their homes. The goal of this study was to determine if urban wildlife distributions could be predicted by metropolitan planning variables, so that opportunities for urban residents to enjoy wildlife near their homes could be enhanced.Three hundred one random points, stratified into seven zones, based on intensity of urbanization and vegetation type, were chosen in the Tucson metropolitan study area. Birds were censused with the variable circular plot method. Sign of selected mammal species were searched for at a subset of these points.Native bird species diversity declined steadily as housing density increased. The study area still supports a high diversity of native species because of the high levels of natural open space still found intermixed with residential development. The amount of land covered in residential development and the amount of paloverde-saguaro vegetation types with associated riparian areas were the best predictors of native bird species diversity. The data also suggest that plant cover created by man-maintained vegetation is not as attractive to native bird species as naturally occurring vegetation.Ground nesters and insectivores tended to drop out at higher housing densities while seed-eaters were retained. Three patterns of avian response to variables describing the intensity of urbanization and the amount of natural vegetation emerged: urban, suburban, and exurban.Native Sonoran desert birds appear to be highly sensitive to urbanization, as minor increases in residential housing densities lead to declines in diversity. Mammal species appear to be most sensitive to the size of open space areas and fragmentation and isolation of natural lands.Metropolitan planning processes may be limited in their ability to retain high species diversities. The impacts of urbanization on wildlife diversities may be mitigated through sensitive open space planning.","1988-01-01","2023-05-16 16:54:30","2023-05-16 17:41:22","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TN26P7J4","thesis","2013","Vankina, Priyanka","Beyond drawing the line: A study of the edge structure Boston's Emerald Necklace","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/1412675131?accountid=9894&bdid=33923&_bd=7qvOve5CjW0Pza7Kfc3%2Fpotmipw%3D","Landscapes are mosaics of patches and corridors which are formed by hills, different soils types, vegetation patchiness, natural disturbances and human activities. As humans have developed, the patches and corridors have become fragmented and edges have been created. These edges become the critical points of interaction for wildlife with their surroundings. This is especially true in urban areas where development has created harsh edge environments.   \This study investigates the edge structure of Olmsted's Emerald Necklace to understand how edges can be designed to create habitat for wildlife in urban areas. The Emerald Necklace is located in Boston, MA and was designed in the 1800s by Frederick Law Olmsted. The Necklace is the first designed greenway and has been used as a model by many cities throughout the country. As such, the Emerald Necklace can be studied to gain insight into how the edges of an urban greenway can be designed to augment animal diversity in urban areas. The goal of the study is to provide design recommendations that can be used as a guide by landscape architects to maintain current urban greenways and to plan future ones.  The study's major findings suggest that plant and animal species vary along the park as per the original design. Additional findings show that there is no separation of spaces for people and animals along the Necklace which can lead to habitat disturbance. In addition eight design recommendations are suggested to improve the current conditions of the Emerald Necklace. Moreover the recommendations are not site specific and can be applied to other existing and future urban greenways. These include protecting existing habitat, using native plants and eradicating invasive species. The results and findings are discussed in further detail. Overall the Emerald Necklace is ecologically healthy and provides functions for both people and animals.","2013-01-01","2023-05-16 16:54:30","2023-05-16 17:41:22","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JX2ZW6EL","thesis","1988","Sanders, I.","The conservation status of urban and urban fringe woodlands in Nottinghamshire","","","","","https://proxy.library.carleton.ca/login?qurl=https://www.proquest.com/docview/301491289?accountid=9894&bdid=33923&_bd=ulMyd9Cxx95wOl9wytPaZL88HB8%3D","Many of the criteria used to evaluate natural ecosystems for wildlife conservation are not applicable or must be modified for use in the urban environment. The reasons for this relate both to the different roles which conservation can fulfill in built up areas, compared to the rural countryside, and to the unique ecology of the urban environment. The ecology of a major component of this environment, the urban forest ecosystem is described in detail. The studies of the conservation status of the woodlands of the Greater Nottingham conurbation were carried out to establish which are the most important sites for nature conservation and how they compare to the best sites in the Country of Nottinghamshire. The studies of conservation status use those criteria which are considered to be applicable to the urban environment and by other different criteria to which numerical values are easy to assign. The woodlands of the Greater Nottingham conurbation form a representative but degraded series of the main woodland types occurring in the County of Nottinghamshire. Although, many of the urban and urban fringe woodland exhibit features which give them county importance few of the woodlands in the Greater Nottingham conurbation have any legislative conservation status. The use of `social' criteria, e.g. proximity, educational use, recreational value and position and linkage of sites, for the conservation evaluation of urban woodlands is discussed. In the quantified assessment of conservation status many of the urban and urban fringe woodlands are comparable to the best woodlands of the Country with respect to species richness and plant rarity. However, the regression analysis used in this investigation only showed significant relationships where a large number (20 or more) of sites were compared. Only the relationship between site area and species richness was considered as valuable in the ranking of woodland sites in order of conservation value. The results are discussed in relation to the ecology of the whole urban forest ecosystem and to management implications. Certain areas within the Greater Nottingham conurbation lack woodland habitats, e.g. the central parts of the City of Nottingham and parts of Gedling and Rushcliffe and these are seen as important areas for woodland habitat creation. Future management of the woodlands of the Greater Nottingham conurbation should follow a carefully designed conservation strategy taking into account the critical factors of disturbance, fragmentation and isolation to ensure the conservation of this ecosystem.","1988-01-01","2023-05-16 16:54:30","2023-05-16 17:41:15","","","","","","","","","","","","","","","","","","","","","","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
