Study_no,ES_no,Title,FirstAuth,Pub_year,Pub_type,Pub_name,DOI,City,Country,Study_year,Study_class,Study_order,Study_spec,Study_effect,Conn_type,Conn_metric,Conn_buffer,Conn_feat,Conn_lcclass,Conn_tool,r_metric,r_method,corr_type,mi,ri,ti,fi,pi,bi,var_sdi,var_type,R2i,ni,n_type,NOTES
91,599,Diversity of native and exotic birds across an urban gradient in a New Zealand city,Van Heezik,2008,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2008.06.004,Dunedin,New Zealand,2005,aves,na,bush birds,associative,structural,distance to nearest larger neighbour,na,distance,dist-green,GIS,simpson reciprocal index,transect survey,spearman,na,-0.99,na,na,na,na,na,na,na,8,sites - habitat types,"calculated using raw data from tables1,2,4"
91,600,Diversity of native and exotic birds across an urban gradient in a New Zealand city,Van Heezik,2008,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2008.06.004,Dunedin,New Zealand,2005,aves,na,bush birds,associative,structural,proportion greenspace in buffer,0.1,area,green,GIS,simpson reciprocal index,transect survey,spearman,na,0.88,na,na,na,na,na,na,na,8,sites - habitat types,"calculated using raw data from tables1,2,4"
91,601,Diversity of native and exotic birds across an urban gradient in a New Zealand city,Van Heezik,2008,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2008.06.004,Dunedin,New Zealand,2005,aves,na,bush birds,associative,structural,proportion greenspace in buffer,0.1,area,green,GIS,species richness,transect survey,spearman,na,0.81,na,na,0.001,na,na,na,na,45,sites - transects,this is only native species
91,602,Diversity of native and exotic birds across an urban gradient in a New Zealand city,Van Heezik,2008,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2008.06.004,Dunedin,New Zealand,2005,aves,na,bush birds,associative,structural,distance to nearest larger neighbour,na,distance,dist-green,GIS,species richness,transect survey,spearman,na,-0.83,na,na,0.001,na,na,na,na,45,sites - transects,this is only native species
92,603,"Anuran species in urban landscapes: Relationships with biophysical, built environment and socio-economic factors",Smallbone,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.01.002,Victoria,Australia,2008,amphibia,anura,na,associative,structural,distance to nearest neighbour,na,distance,dist-green,GIS,species richness,audio survey,pearson,na,-0.42,na,na,0.02,na,na,na,na,30,sites - ponds,from supplementary tableS2
92,604,"Anuran species in urban landscapes: Relationships with biophysical, built environment and socio-economic factors",Smallbone,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.01.002,Victoria,Australia,2008,amphibia,anura,na,associative,structural,proportion greenspace in buffer,0.5,area,green,GIS,species richness,audio survey,pearson,na,0.41,na,na,0.024,na,na,na,na,30,sites - ponds,from supplementary tableS2
92,605,"Anuran species in urban landscapes: Relationships with biophysical, built environment and socio-economic factors",Smallbone,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.01.002,Victoria,Australia,2008,amphibia,anura,na,associative,structural,proportion greenspace in buffer,1,area,green,GIS,species richness,audio survey,pearson,na,0.47,na,na,0.009,na,na,na,na,30,sites - ponds,from supplementary tableS2
92,606,"Anuran species in urban landscapes: Relationships with biophysical, built environment and socio-economic factors",Smallbone,2011,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.01.002,Victoria,Australia,2008,amphibia,anura,na,associative,structural,proportion impervious in buffer,1,area,grey,GIS,species richness,audio survey,pearson,na,-0.56,na,na,0.001,na,na,na,na,30,sites - ponds,from supplementary tableS2
93,607,Genetic diversity and structure of urban populations of Pieris butterflies assessed using amplified fragment length polymorphism: POPULATION GENETICS OF URBAN BUTTERFLIES,Takami,2004,journalarticle,Molecular Ecology,10.1046/j.1365-294X.2003.02040.x,Osaka,Japan,2000,insecta,lepidoptera,Pieris rapae,associative,structural,geographic distance,na,distance,dist,GIS,genetic distance-Fst,genetic-AFLP,mantel,na,0.22,na,na,0.1129,na,na,na,na,35,sites - populations,"Using AFLPs, only the 'within' region data is relevant"
93,608,Genetic diversity and structure of urban populations of Pieris butterflies assessed using amplified fragment length polymorphism: POPULATION GENETICS OF URBAN BUTTERFLIES,Takami,2004,journalarticle,Molecular Ecology,10.1046/j.1365-294X.2003.02040.x,Tokyo,Japan,2000,insecta,lepidoptera,Pieris rapae,associative,structural,geographic distance,na,distance,dist,GIS,genetic distance-Fst,genetic-AFLP,mantel,na,0.03,na,na,0.3916,na,na,na,na,35,sites - populations,"Using AFLPs, only the 'within' region data is relevant"
93,609,Genetic diversity and structure of urban populations of Pieris butterflies assessed using amplified fragment length polymorphism: POPULATION GENETICS OF URBAN BUTTERFLIES,Takami,2004,journalarticle,Molecular Ecology,10.1046/j.1365-294X.2003.02040.x,Osaka,Japan,2000,insecta,lepidoptera,Pieris melete,associative,structural,geographic distance,na,distance,dist,GIS,genetic distance-Fst,genetic-AFLP,mantel,na,0.05,na,na,0.3307,na,na,na,na,20,sites - populations,"Using AFLPs, only the 'within' region data is relevant"
93,610,Genetic diversity and structure of urban populations of Pieris butterflies assessed using amplified fragment length polymorphism: POPULATION GENETICS OF URBAN BUTTERFLIES,Takami,2004,journalarticle,Molecular Ecology,10.1046/j.1365-294X.2003.02040.x,Tokyo,Japan,2000,insecta,lepidoptera,Pieris melete,associative,structural,geographic distance,na,distance,dist,GIS,genetic distance-Fst,genetic-AFLP,mantel,na,0.25,na,na,0.1758,na,na,na,na,20,sites - populations,"Using AFLPs, only the 'within' region data is relevant"
94,611,"Community assembly on extensive green roofs: Effects of dispersal‐, abiotic‐ and biotic filtering on the spontaneous species‐ and functional diversity",Vanstockem,2019,journalarticle,Journal of Vegetation Science,10.1111/jvs.12789,Brussels,Belgium,2015,plantae,na,na,associative,structural,proximity index,0.2,area-weighted distance,prox,fragstats,species richness,site survey,pearson,na,0.17,na,na,0.265,na,na,na,na,171,sites - greenroof,"Estimates obtained from raw data in suppl4, using rank-transformed pearson"
94,612,"Community assembly on extensive green roofs: Effects of dispersal‐, abiotic‐ and biotic filtering on the spontaneous species‐ and functional diversity",Vanstockem,2019,journalarticle,Journal of Vegetation Science,10.1111/jvs.12789,Brussels,Belgium,2015,plantae,na,na,associative,structural,proximity index,0.2,area-weighted distance,prox,fragstats,shannon diversity,site survey,pearson,na,0.08,na,na,1,na,na,na,na,171,sites - greenroof,"Estimates obtained from raw data in suppl4, using rank-transformed pearson"
94,613,"Community assembly on extensive green roofs: Effects of dispersal‐, abiotic‐ and biotic filtering on the spontaneous species‐ and functional diversity",Vanstockem,2019,journalarticle,Journal of Vegetation Science,10.1111/jvs.12789,Brussels,Belgium,2015,plantae,na,wild vegetation,associative,structural,proximity index,0.2,area-weighted distance,prox,fragstats,species richness,site survey,pearson,na,0.12,na,na,0.891,na,na,na,na,171,sites - greenroof,"Estimates obtained from raw data in suppl4, using rank-transformed pearson"
94,614,"Community assembly on extensive green roofs: Effects of dispersal‐, abiotic‐ and biotic filtering on the spontaneous species‐ and functional diversity",Vanstockem,2019,journalarticle,Journal of Vegetation Science,10.1111/jvs.12789,Brussels,Belgium,2015,plantae,na,wild vegetation,associative,structural,proximity index,0.2,area-weighted distance,prox,fragstats,shannon diversity,site survey,pearson,na,0.1,na,na,1,na,na,na,na,171,sites - greenroof,"Estimates obtained from raw data in suppl4, using rank-transformed pearson"
94,615,"Community assembly on extensive green roofs: Effects of dispersal‐, abiotic‐ and biotic filtering on the spontaneous species‐ and functional diversity",Vanstockem,2019,journalarticle,Journal of Vegetation Science,10.1111/jvs.12789,Brussels,Belgium,2015,plantae,na,wild vegetation,associative,structural,proximity index,0.2,area-weighted distance,prox,fragstats,functional richness,site survey,pearson,na,0.06,na,na,1,na,na,na,na,150,sites - greenroof,"Estimates obtained from raw data in suppl4, using rank-transformed pearson"
95,616,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,na,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,species richness,pan traps,pearson,na,0.47,na,na,na,na,na,na,na,15,sites - greenroof,"All arthropods pooled. Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,617,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,na,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,abundance,pan traps,pearson,na,-0.13,na,na,na,na,na,na,na,15,sites - greenroof,"All arthropods pooled. Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,618,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,detrivore,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,species richness,pan traps,pearson,na,0.61,na,na,na,na,na,na,na,15,sites - greenroof,"Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,619,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,detrivore,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,abundance,pan traps,pearson,na,-0.39,na,na,na,na,na,na,na,15,sites - greenroof,"Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,620,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,herbivore,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,species richness,pan traps,pearson,na,0.14,na,na,na,na,na,na,na,15,sites - greenroof,"Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,621,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,herbivore,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,abundance,pan traps,pearson,na,-0.05,na,na,na,na,na,na,na,15,sites - greenroof,"Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,622,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,pollinator,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,species richness,pan traps,pearson,na,0.28,na,na,na,na,na,na,na,15,sites - greenroof,"Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,623,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,pollinator,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,abundance,pan traps,pearson,na,0.25,na,na,na,na,na,na,na,15,sites - greenroof,"Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,624,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,predator,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,species richness,pan traps,pearson,na,0.42,na,na,na,na,na,na,na,15,sites - greenroof,"Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,625,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,predator,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,abundance,pan traps,pearson,na,0.37,na,na,na,na,na,na,na,15,sites - greenroof,"Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,626,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,parasitic,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,species richness,pan traps,pearson,na,0.29,na,na,na,na,na,na,na,15,sites - greenroof,"Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,627,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,arthropoda,na,parasitic,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,abundance,pan traps,pearson,na,-0.17,na,na,na,na,na,na,na,15,sites - greenroof,"Estimates obtained from raw data, available on Mendeley. No finer resolution than 'arthropod'"
95,628,Towards the design of biodiverse green roofs in Argentina: Assessing key elements for different functional groups of arthropods,Fabian,2021,journalarticle,Urban Forestry & Urban Greening,10.1016/j.ufug.2021.127107,Cordoba,Argentina,2017,plantae,na,na,associative,structural,proportion greenspace in buffer,0.6,area,green,orthomap,species richness,site survey,pearson,na,-0.03,na,na,na,na,na,na,na,15,sites - greenroof,"Estimates obtained from raw data, available on Mendeley"
96,629,Effect of patch size and isolation on mating patterns and seed production in an urban population of Chinese pine (Pinus tabulaeformis Carr.),Wang,2010,journalarticle,Forest Ecology and Management,10.1016/j.foreco.2010.06.014,Beijing,China,2007,plantae,pinaceae,Pinus tabulaeformis,associative,structural,distance to nearest neighbour,na,distance,dist-green,orthomap,population size,genetic-microsatellite,pearson,na,0.4,na,na,na,na,na,na,na,28,sites - tree clusters,"Pearson correlations from table 4. chloroplast microsatellites, authors describe isolation effects on effective population size. "
97,630,"Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",Williams,2011,journalarticle,Journal of Insect Conservation,10.1007/s10841-010-9307-1,Perth,Australia,2005,insecta,lepidoptera,na,associative,structural,distance to urban core,na,distance,dist-grey,orthomap,species richness,transect survey,spearman,na,0.26,na,na,na,na,na,na,na,46,sites - remnant patches,"results from table1, reported as distance FROM urban centre broken down by resident, non-resident butterflies "
97,631,"Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",Williams,2011,journalarticle,Journal of Insect Conservation,10.1007/s10841-010-9307-1,Perth,Australia,2005,insecta,lepidoptera,na,associative,structural,distance to nearest neighbour,na,distance,dist-green,orthomap,species richness,transect survey,spearman,na,-0.09,na,na,na,na,na,na,na,46,sites - remnant patches,"results from table1, broken down by resident, non-resident butterflies "
97,632,"Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",Williams,2011,journalarticle,Journal of Insect Conservation,10.1007/s10841-010-9307-1,Perth,Australia,2005,insecta,lepidoptera,na,associative,structural,distance to nearest larger neighbour,na,distance,dist-green,orthomap,species richness,transect survey,spearman,na,0.11,na,na,na,na,na,na,na,46,sites - remnant patches,"results from table1, broken down by resident, non-resident butterflies "
97,633,"Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",Williams,2011,journalarticle,Journal of Insect Conservation,10.1007/s10841-010-9307-1,Perth,Australia,2005,insecta,lepidoptera,native butterflies,associative,structural,distance to urban core,na,distance,dist-grey,orthomap,species richness,transect survey,spearman,na,0.38,na,na,na,na,na,na,na,46,sites - remnant patches,"results from table1, reported as distance FROM urban centre broken down by resident, non-resident butterflies "
97,634,"Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",Williams,2011,journalarticle,Journal of Insect Conservation,10.1007/s10841-010-9307-1,Perth,Australia,2005,insecta,lepidoptera,native butterflies,associative,structural,distance to nearest neighbour,na,distance,dist-green,orthomap,species richness,transect survey,spearman,na,-0.13,na,na,na,na,na,na,na,46,sites - remnant patches,"results from table1, broken down by resident, non-resident butterflies "
97,635,"Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",Williams,2011,journalarticle,Journal of Insect Conservation,10.1007/s10841-010-9307-1,Perth,Australia,2005,insecta,lepidoptera,native butterflies,associative,structural,distance to nearest larger neighbour,na,distance,dist-green,orthomap,species richness,transect survey,spearman,na,0.01,na,na,na,na,na,na,na,46,sites - remnant patches,"results from table1, broken down by resident, non-resident butterflies "
97,636,"Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",Williams,2011,journalarticle,Journal of Insect Conservation,10.1007/s10841-010-9307-1,Perth,Australia,2005,insecta,lepidoptera,non-native butterflies,associative,structural,distance to urban core,na,distance,dist-grey,orthomap,species richness,transect survey,spearman,na,-0.19,na,na,na,na,na,na,na,46,sites - remnant patches,"results from table1, reported as distance FROM urban centre broken down by resident, non-resident butterflies "
97,637,"Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",Williams,2011,journalarticle,Journal of Insect Conservation,10.1007/s10841-010-9307-1,Perth,Australia,2005,insecta,lepidoptera,non-native butterflies,associative,structural,distance to nearest neighbour,na,distance,dist-green,orthomap,species richness,transect survey,spearman,na,0.16,na,na,na,na,na,na,na,46,sites - remnant patches,"results from table1, broken down by resident, non-resident butterflies "
97,638,"Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",Williams,2011,journalarticle,Journal of Insect Conservation,10.1007/s10841-010-9307-1,Perth,Australia,2005,insecta,lepidoptera,non-native butterflies,associative,structural,distance to nearest larger neighbour,na,distance,dist-green,orthomap,species richness,transect survey,spearman,na,0.38,na,na,na,na,na,na,na,46,sites - remnant patches,"results from table1, broken down by resident, non-resident butterflies "
98,639,"Urban population genetics of slum-dwelling rats ( Rattus norvegicus ) in Salvador, Brazil",Kajdacsi,2013,journalarticle,Molecular Ecology,10.1111/mec.12455,Salvador,Brazil,2009,mammalia,rodentia,Rattus norvegicus,associative,structural,geographic distance,na,distance,dist,orthomap,genetic distance-Fst,bait trap,mantel,na,0.34,na,na,0.957,na,na,na,na,9,sites - populations,"results from main text and figS1. 17 microsatellites, 146 individuals"
99,640,"Population genetics of fire salamanders in a pre-Alpine urbanized area (Salzburg, Austria)",Straub,2015,journalarticle,Salamandra,na,Salzburg,Austria,2011,amphibia,urodela,Salamandra salamandra,associative,structural,geographic distance,na,distance,dist,orthomap,genetic distance-Fst,genetic sample,mantel,na,0.01,na,na,0.87,na,na,na,na,7,sites - populations,"results from main text and tabl3. 7 microsatellites, 70 individuals sampled"
100,641,Spatial population genomics of the brown rat (Rattus norvegicus) in New York City,Combs,2018,journalarticle,Molecular Ecology,10.1111/mec.14437,New York,United States,2011,mammalia,rodentia,Rattus norvegicus,associative,structural,geographic distance,na,distance,dist,orthomap,genetic distance-Fst,genetic sample,mantel,na,0.27,na,na,0.001,na,na,na,na,262,individual genotype,"SNPs, results from text, individuals are significantly more related within <2km from eachother, still only 1 genetic cluster though."
101,642,Nest distribution of magpies Pica pica sericea as related to habitat connectivity in an urban environment,Kang,2012,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.10.014,Seoul,South Korea,2009,aves,passeriformes,Pica sericea,associative,structural,distance to nearest neighbour,0.03,distance,dist-green,GIS,occurrence,site survey,glm-logistic,2,na,-4.93,na,na,-0.078,0.016,SE,na,134,sites - nests,Occurrence model compared to minimum planar graph construction a posteriori
101,643,Nest distribution of magpies Pica pica sericea as related to habitat connectivity in an urban environment,Kang,2012,journalarticle,Landscape and Urban Planning,10.1016/j.landurbplan.2011.10.014,Seoul,South Korea,2009,aves,passeriformes,Pica sericea,associative,structural,proportion green in buffer,0.03,area,green,GIS,occurrence,site survey,glm-logistic,2,na,3.52,na,na,0.045,0.013,SE,na,134,sites - nests,Occurrence model compared to minimum planar graph construction a posteriori
102,644,Temporal Variation of Ecological Factors Affecting Bird Species Richness in Urban and Peri-Urban Forests in a Changing Environment: A Case Study from Milan (Northern Italy),Canedoli,2017,journalarticle,Forests,10.3390/f8120507,Milan,Italy,2000,aves,na,na,associative,structural,distance to natural area,na,distance,dist-green,GIS,species richness,site survey,glm-poisson,6,na,0.143,na,0.886,0.007,0.049,SE,na,125,sites - patch,"results from table 3, just urban patches. Sample sizes from supplementary doc"
102,645,Temporal Variation of Ecological Factors Affecting Bird Species Richness in Urban and Peri-Urban Forests in a Changing Environment: A Case Study from Milan (Northern Italy),Canedoli,2017,journalarticle,Forests,10.3390/f8120507,Milan,Italy,2012,aves,na,na,associative,structural,distance to natural area,na,distance,dist-green,GIS,species richness,site survey,glm-poisson,6,na,-4.461,na,0.001,-0.187,0.042,SE,na,158,sites - patch,"results from table 4, just urban patches. Sample sizes from supplementary doc"
103,646,"Urban shade as a cryptic habitat: fern distribution in building gaps in Sapporo, northern Japan",Kajihara,2016,journalarticle,Urban Ecosystems,10.1007/s11252-015-0499-8,Sapporo,Japan,2013,plantae,polypodiophyta,E. arvense,associative,structural,distance to natural area,na,distance,dist-green,GIS,occurrence,site survey,glm-poisson,5,na,na,na,na,0.00005139,0.00001804,SE,na,85,sites - patch,"from table2, occurrence probability using poisson glmm"
103,647,"Urban shade as a cryptic habitat: fern distribution in building gaps in Sapporo, northern Japan",Kajihara,2016,journalarticle,Urban Ecosystems,10.1007/s11252-015-0499-8,Sapporo,Japan,2013,plantae,polypodiophyta,M. struthiopteris,associative,structural,distance to natural area,na,distance,dist-green,GIS,occurrence,site survey,glm-poisson,5,na,na,na,na,-0.0001108,0.0003636,SE,na,85,sites - patch,"from table2, occurrence probability using poisson glmm"
103,648,"Urban shade as a cryptic habitat: fern distribution in building gaps in Sapporo, northern Japan",Kajihara,2016,journalarticle,Urban Ecosystems,10.1007/s11252-015-0499-8,Sapporo,Japan,2013,plantae,polypodiophyta,D. crassirhizoma,associative,structural,distance to natural area,na,distance,dist-green,GIS,occurrence,site survey,glm-poisson,5,na,na,na,na,-0.0001432,0.00004803,SE,na,85,sites - patch,"from table2, occurrence probability using poisson glmm"
103,649,"Urban shade as a cryptic habitat: fern distribution in building gaps in Sapporo, northern Japan",Kajihara,2016,journalarticle,Urban Ecosystems,10.1007/s11252-015-0499-8,Sapporo,Japan,2013,plantae,polypodiophyta,A. yokoscense,associative,structural,distance to natural area,na,distance,dist-green,GIS,occurrence,site survey,glm-poisson,5,na,na,na,na,-0.00101,0.0004349,SE,na,85,sites - patch,"from table2, occurrence probability using poisson glmm"
104,650,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,insecta,coleoptera,na,associative,structural,ordinal connectivity index,na,other,grey,GIS,species richness,pitfall trap,glm-poisson,4,na,-0.257,na,0.797,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi2"
104,651,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,insecta,coleoptera,na,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,0.172,na,0.864,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi2"
104,652,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,arachnida,araneae,na,associative,structural,ordinal connectivity index,na,other,grey,GIS,species richness,pitfall trap,glm-poisson,4,na,-2.019,na,0.041,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi2"
104,653,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,arachnida,araneae,na,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,-0.43,na,0.666,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi2"
104,654,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,insecta,coleoptera,Amara convexior,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,-1.264,na,0.189,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi3"
104,655,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,insecta,coleoptera,Bembidion properans,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,0.454,na,0.652,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi4"
104,656,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,insecta,coleoptera,Harpalus rubripes,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,-0.555,na,0.576,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi5"
104,657,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,insecta,coleoptera,Poecilus versicolor,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,0.022,na,0.982,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi6"
104,658,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,arachnida,araneae,Alopecosa cuneata,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,-0.335,na,0.737,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi7"
104,659,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,arachnida,araneae,Pachygnatha degeeri,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,0.26,na,0.796,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi8"
104,660,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,arachnida,araneae,Pardosa palustris,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,0.222,na,0.825,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi9"
