ID,pd,item_type,pub_year,author,title,journal,ISBN,ISSN,DOI,URL,pdf,urban_area,country,conn_type,conn_metric,response_var,taxa,validation,data_location,excl_reason,result_sign,notes
116,YES,journalArticle,2009,"Santoul, F.; Gaujard, A.; Angélibert, S.; Mastrorillo, S.; Céréghino, R.",Gravel pits support waterbird diversity in an urban landscape,Hydrobiologia,,"0018-8158, 1573-5117",10.1007/s10750-009-9886-6,http://link.springer.com/10.1007/s10750-009-9886-6,Y,Toulouse,France,structural,neural network,"species richness, occurrence",aves,site survey,na,10,na,"analysis is a blackbox, very little analysis is explained, and little results reported"
158,YES,journalArticle,2011,"Schleicher, Andrea; Biedermann, Robert; Kleyer, Michael",Dispersal traits determine plant response to habitat connectivity in an urban landscape,Landscape Ecology,,"0921-2973, 1572-9761",10.1007/s10980-011-9579-1,http://link.springer.com/10.1007/s10980-011-9579-1,Y,Bremen,Germany,structural,patch connectivity,"seed number, seed mass, seed terminal velocity",plants,species lists,"text, table",na,mixed,more of a comparison of the relative importance of habitat vs connectivity. Maybe useful for comparison?
90,YES,journalArticle,2022,"Schmidt, Chloé; Garroway, Colin J.",Systemic racism alters wildlife genetic diversity,Proceedings of the National Academy of Sciences,,"0027-8424, 1091-6490",10.1073/pnas.2102860119,https://pnas.org/doi/10.1073/pnas.2102860119,Y,MULTIPLE,USA,genetic,na,na,multi-taxa,genetic sample,na,5,na,"correlation with genetic data, no explicit geo-reference connectivity analysis."
307,YES,journalArticle,2021,"Schnetler, Andrea K.; Radloff, Frans G. T.; O’Riain, M. Justin",Medium and large mammal conservation in the City of Cape Town: factors influencing species richness in urban nature reserves,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-020-01027-w,https://link.springer.com/10.1007/s11252-020-01027-w,Y,Cape town,South Africa,structural,connectivity category,species richness,mammalia,camera trap,"text, table",na,pos,"subjective expert opinion used to designate categorical grouping based on corridor presence, disturbance, and vegetation."
200,YES,journalArticle,2017,"Schütz, Claudia; Reckendorfer, Walter; Schulze, Christian H",Local quality versus regional connectivity—habitat requirements of wintering woodpeckers in urban green spaces,Journal of Urban Ecology,,2058-5543,10.1093/jue/jux019,http://academic.oup.com/jue/article/doi/10.1093/jue/jux019/4774930,Y,Vienna,Austria,potential,network centrality,occurrence,aves,site survey,"text, table",na,0,"2 woodpecker species, area was much more important than any of the connectivity metrics used"
189,YES,journalArticle,2018,"Schütz, Claudia; Schulze, Christian H.",Park size and prey density limit occurrence of Eurasian Sparrowhawks in urban parks during winter,Avian Research,,2053-7166,10.1186/s40657-018-0122-9,https://avianres.biomedcentral.com/articles/10.1186/s40657-018-0122-9,Y,Vienna,Austria,structural,network centrality,occupancy,aves,site survey,"text, table",na,neg,"european sparrowhawk in winter, conn metric weights area, but no species information"
250,YES,journalArticle,2018,"Selonen, Vesa; Fey, Karen; Hämäläinen, Suvi","Increased differentiation between individuals, but no genetic isolation from adjacent rural individuals in an urban red squirrel population",Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-018-0794-2,http://link.springer.com/10.1007/s11252-018-0794-2,Y,Turku,Finland,genetic,geographic distance,genetic differentiation,rodentia,genetic sample,"text, table, figure",na,neg,"eurasian red squirrel, microsallites. Parameter estimate is for genetic distance (more geographic distance is more genetic distance i.e. differentiated)"
31,YES,journalArticle,2022,"Serret, Hortense; Andersen, Desiree; Deguines, Nicolas; Clauzel, Céline; Park, Wan-Hyeok; Jang, Yikweon","Towards Ecological Management and Sustainable Urban Planning in Seoul, South Korea: Mapping Wild Pollinator Habitat Preferences and Corridors Using Citizen Science Data",Animals,,2076-2615,10.3390/ani12111469,https://www.mdpi.com/2076-2615/12/11/1469,Y,Seoul,South Korea,potential,probability of connectivity index,species richness,arthropod,citizen science,na,8,na,citizen photo submissions of pollinator species. SDMs developed from the photos. No validation of the resultant connectivity map though
12,YES,journalArticle,2014,"Serret, Hortense; Raymond, Richard; Foltête, Jean-Christophe; Clergeau, Philippe; Simon, Laurent; Machon, Nathalie","Potential contributions of green spaces at business sites to the ecological network in an urban agglomeration: The case of the Ile-de-France region, France",Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2014.07.003,https://linkinghub.elsevier.com/retrieve/pii/S0169204614001583,Y,Paris,France,potential,integral index of connectivity,na,na,none,na,5,na,"existing network analysis, no biological validation. Mostly just designing resistance layers for different scenarios"
329,YES,journalArticle,2019,"Shackelford, Nancy; Murray, Sean M.; Bennett, Joseph R.; Lilley, Patrick L.; Starzomski, Brian M.; Standish, Rachel J.",Ten years of pulling: Ecosystem recovery after long?term weed management in Garry oak savanna,Conservation Science and Practice,,"2578-4854, 2578-4854",10.1111/csp2.92,https://onlinelibrary.wiley.com/doi/10.1111/csp2.92,Y,Victoria,Canada,structural,distance-weighted sum of area of nearest patches,"species turnover, functional redundancy, species diversity",plants,site survey,"text, table, figure",na,mixed,"ecosystem restoration following management, and the impacts of connectivity"
192,YES,journalArticle,2011,"Shanahan, Danielle F.; Miller, Craig; Possingham, Hugh P.; Fuller, Richard A.",The influence of patch area and connectivity on avian communities in urban revegetation,Biological Conservation,,63207,10.1016/j.biocon.2010.10.014,https://linkinghub.elsevier.com/retrieve/pii/S000632071000457X,Y,Brisbane,Australia,structural,area of forested area in buffer (10-50m),"species richness, abundance",aves,transect survey,"text, table, figure",na,pos,"maybe potential connectivity, since it includes some compenent of species specificity"
145,YES,journalArticle,2016,"Shimazaki, Atsushi; Yamaura, Yuichi; Senzaki, Masayuki; Yabuhara, Yuki; Akasaka, Takumi; Nakamura, Futoshi",Urban permeability for birds: An approach combining mobbing-call experiments and circuit theory,Urban Forestry & Urban Greening,,16188667,10.1016/j.ufug.2016.06.024,https://linkinghub.elsevier.com/retrieve/pii/S1618866715301291,Y,Sapporo,Japan,"actual, potential",current flow,crossing probability,aves,mob-call survey,"text, table, appendix",na,pos,"needs a relook, the paper is a draft, maybe find a print version to view"
295,YES,journalArticle,2022,"Sirohi, Muzafar Hussain; Jackson, Janet; Ollerton, Jeff",Plant–bee interactions and resource utilisation in an urban landscape,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-022-01290-z,https://link.springer.com/10.1007/s11252-022-01290-z,Y,Northampton,UK,na,na,na,hymenoptera,na,na,5,na,"not about spatial connectivity, only species interactions in the species-network"
187,YES,journalArticle,2018,"Sivakoff, Frances; Prajzner, Scott; Gardiner, Mary",Unique Bee Communities within Vacant Lots and Urban Farms Result from Variation in Surrounding Urbanization Intensity,Sustainability,,2071-1050,10.3390/su10061926,http://www.mdpi.com/2071-1050/10/6/1926,Y,Cleveland,USA,structural,proportion road (in buffer),"species richness, abundance",hymenoptera,pan trap,"text, figure",na,mixed,"2 scales, 100m and 1000m. Not really about connectivity, isolation, or configuration"
301,YES,journalArticle,2011,"Smallbone, Lisa T.; Luck, Gary W.; Wassens, Skye","Anuran species in urban landscapes: Relationships with biophysical, built environment and socio-economic factors",Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2011.01.002,https://linkinghub.elsevier.com/retrieve/pii/S0169204611000296,Y,Victoria,Australia,structural,distance to nearest wetland,"species richness, occurrence",anuran,acoustic survey,"text, table",na,neg,"Multiple 'small' <100k people cities included, instead of 1 large metropolis"
334,YES,journalArticle,2015,"Smith, Robert F.; Venugopal, P. Dilip; Baker, Matthew E.; Lamp, William O.",Habitat filtering and adult dispersal determine the taxonomic composition of stream insects in an urbanizing landscape,Freshwater Biology,,465070,10.1111/fwb.12605,https://onlinelibrary.wiley.com/doi/10.1111/fwb.12605,Y,Maryland,USA,structural,na,na,arthropod,site survey,na,3,na,"only 3 sample sites in Baltimore, the vast majority are outside the city"
346,YES,journalArticle,2006,"Snep, R.P.H.; Opdam, P.F.M.; Baveco, J.M.; WallisDeVries, M.F.; Timmermans, W.; Kwak, R.G.M.; Kuypers, V.",How peri-urban areas can strengthen animal populations within cities: A modeling approach,Biological Conservation,,63207,10.1016/j.biocon.2005.06.034,https://linkinghub.elsevier.com/retrieve/pii/S0006320705003666,Y,Rotterdam,Netherlands,na,na,na,na,na,na,8,na,"simulated 'model' butterfly species, not empirical "
225,YES,journalArticle,2012,"Soga, Masashi; Koike, Shinsuke","Relative importance of quantity, quality and isolation of patches for butterfly diversity in fragmented urban forests",Ecological Research,,"0912-3814, 1440-1703",10.1007/s11284-011-0896-2,http://doi.wiley.com/10.1007/s11284-011-0896-2,Y,Tokyo,Japan,structural,patch connectivity index,species richness,lepidoptera,transect survey,"text, table",na,0,"isolation = distance to mainland, while connectivity here is the hanski index"
290,YES,journalArticle,2012,"Soga, Masashi; Koike, Shinsuke",Life-history traits affect vulnerability of butterflies to habitat fragmentation in urban remnant forests,Ecoscience,,"1195-6860, 2376-7626",10.2980/19-1-3455,https://www.tandfonline.com/doi/full/10.2980/19-1-3455,Y,Tokyo,Japan,structural,patch connectivity index,"occurrence, community assemblage, nestedness",lepidoptera,transect survey,"text, table",na,0,"connectivity based on hanski 1994, much weaker effect than area"
148,YES,journalArticle,2016,"Song, Wonkyong; Kim, Eunyoung","Landscape factors affecting the distribution of the great tit in fragmented urban forests of Seoul, South Korea",Landscape and Ecological Engineering,,"1860-1871, 1860-188X",10.1007/s11355-015-0280-4,http://link.springer.com/10.1007/s11355-015-0280-4,Y,Seoul,South Korea,"structural, potential","difference probability of connectivity index, patch betweenness, patch proximity",occurrence,aves,site survey,"text, table, figure",na,pos,"great tit, see table2 for definitions of the connectivity metrics"
140,YES,journalArticle,2004,"Stenhouse, Renae N","Fragmentation and internal disturbance of native vegetation reserves in the Perth metropolitan area, Western Australia",Landscape and Urban Planning,,1692046,10.1016/S0169-2046(03)00151-8,https://linkinghub.elsevier.com/retrieve/pii/S0169204603001518,Y,Perth,Australia,structural,distance to nearest patch (e2e),"population density, # of floristic communities",plants,survey,"text, table",na,neg,unclear whether they mean connectivity/isolation in the analysis (re; direction of effect)
105,YES,journalArticle,2018,"Sterzy?ska, Maria; Nicia, Pawe?; Zadro?ny, Pawe?; Fiera, Cristina; Shrubovych, Julia; Ulrich, Werner",Urban springtail species richness decreases with increasing air pollution,Ecological Indicators,,1470160X,10.1016/j.ecolind.2018.06.063,https://linkinghub.elsevier.com/retrieve/pii/S1470160X18305107,Y,Warsaw,Poland,structural,proximity index,"species richness, abundance",collembola,soil sample,"text, figure",na,0,site isolation was not important compared to local microhabitat characteristics
56,YES,journalArticle,2010,"Stiles, Arthur; Scheiner, Samuel M.","A multi-scale analysis of fragmentation effects on remnant plant species richness in Phoenix, Arizona: Multi-scale plant species richness of fragmented sites",Journal of Biogeography,,3050270,10.1111/j.1365-2699.2010.02333.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02333.x,Y,Pheonix,USA,structural,area-weighted inter-patch distance ,species richness,plants,site survey,na,10,0,they describe how isolation was not significant but provide no extractable information
221,YES,journalArticle,2017,"Stillfried, Milena; Fickel, Jörns; Börner, Konstantin; Wittstatt, Ulrich; Heddergott, Mike; Ortmann, Sylvia; Kramer-Schadt, Stephanie; Frantz, Alain C.","Do cities represent sources, sinks or isolated islands for urban wild boar population structure?",Journal of Applied Ecology,,218901,10.1111/1365-2664.12756,https://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12756,Y,Berlin,Germany,genetic,geographic distance,genetic differentiation,mammalia,genetic sample,text,na,neg,"wild boar, 13 microsats"
323,YES,journalArticle,2013,"Storck-Tonon, Danielle; Morato, Elder Ferreira; Melo, Antonio Willian Flores De; Oliveira, Marcio Luiz De",Orchid Bees of forest fragments in Southwestern Amazonia,Biota Neotropica,,1676-0603,10.1590/S1676-06032013000100015,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032013000100015&lng=en&tlng=en,Y,Rio Bronco,Brazil,structural,inverse average distance to nearest neighbour in 5km buffer,"species richness, abundance, dominance, shannon-wiener index",hymenoptera,bait traps,"text, table, figure",na,0,"part of the study was in rural, and compared to urban, there was no sign difference though"
418,YES,journalArticle,2015,"Straub, Christina; Pichlmüller, Florian; Helfer, Véronique","Population genetics of fire salamanders in a pre-Alpine urbanized area (Salzburg, Austria)",Salamandra,,0036–3375,,,Y,Salzburg,Austria,genetic,geographic distance,genetic differentiation,amphibia,genetic sample,"text, table",na,0,"salamander species, 7 microsat loci"
449,YES,journalArticle,2015,"Su, Zhimin; Li, Xiaoma; Zhou, Weiqi; Ouyang, Zhiyun","Effect of Landscape Pattern on Insect Species Density within Urban Green Spaces in Beijing, China",PLOS ONE,,1932-6203,10.1371/journal.pone.0119276,https://dx.plos.org/10.1371/journal.pone.0119276,Y,Beijing,China,structural,"average proximity index, area-weighted average proximity index, average distance to nearest neighbour, connectivity index",species density,arthropod,suction trap,"text, table, figure, supplement",na,mixed,"connectivity index = number of functional joinings between patches <5m, partial least-squares regression model"
213,YES,journalArticle,2022,"Sultana, Marufa; Müller, Max; Meyer, Magdalena; Storch, Ilse",Neighboring Green Network and Landscape Metrics Explain Biodiversity within Small Urban Green Areas—A Case Study on Birds,Sustainability,,2071-1050,10.3390/su14116394,https://www.mdpi.com/2071-1050/14/11/6394,Y,Freiburg; Regensburg,Germany,structural,"distance to nearest water body, distance to nearest neighbour","species richness, community composition",aves,site survey,"text, table, figure",na,neg,"variance partitioning, the effects of connectivity. Unsure how to extract parameters/ direction of effect"
217,YES,journalArticle,2022,"Tai, Deyun; Chen, Chuanwu; Song, Yunfeng; Tan, Xinwei; Yang, Xueru; Wang, Yanping",Ecological traits and landscape characteristics predicting bird sensitivity to urbanization in city parks,Basic and Applied Ecology,,14391791,10.1016/j.baae.2021.12.004,https://linkinghub.elsevier.com/retrieve/pii/S1439179121001894,Y,Nanjing,China,potential,connectivity index,na,aves,transect survey,na,5,na,"hanski's index, focussed on trait correlations, not actual species richness"
88,YES,journalArticle,2004,"Takami, Yasuoki; Koshio, Chiharu; Ishii, Minoru; Fujii, Hisashi; Hidaka, Toshitaka; Shimizu, Isamu",Genetic diversity and structure of urban populations of Pieris butterflies assessed using amplified fragment length polymorphism: POPULATION GENETICS OF URBAN BUTTERFLIES,Molecular Ecology,,"09621083, 1365294X",10.1046/j.1365-294X.2003.02040.x,http://doi.wiley.com/10.1046/j.1365-294X.2003.02040.x,Y,Osaka; Tokyo; Hokkaido,Japan,genetic,geographic distance,AFLP diversity,lepidoptera,genetic sample,"text, table",na,0,"some locations in korea too, not sure what data is extractable."
361,YES,journalArticle,2021,"Tan, Xinwei; Yang, Xueru; Chen, Chuanwu; Wang, And Yanping",Nestedness and underlying processes of bird assemblages in Nanjing urban parks,Current Zoology,,2396-9814,10.1093/cz/zoaa069,https://academic.oup.com/cz/article/67/4/383/5942089,Y,Nanjing,China,structural,"distance to Zijin Mountain, distance to nearest larger patch",nestedness,aves,line transect,"text, table",na,0,Does distance to LARGER patch mean that the largest one has a distance of 0 or infinite? The mountain is viewed as a source for emigration
269,YES,journalArticle,2020,"Tang, Yuhan; Gao, Chi; Wu, Xuefei",Urban Ecological Corridor Network Construction: An Integration of the Least Cost Path Model and the InVEST Model,ISPRS International Journal of Geo-Information,,2220-9964,10.3390/ijgi9010033,https://www.mdpi.com/2220-9964/9/1/33,Y,Wuhan,China,potential,least-cost path,na,multi-taxa,none,na,8,na,"no validation, just using the InVEST model to design least-cost path. Expert opinion used to design resistances"
106,YES,journalArticle,2016,"Tannier, Cécile; Bourgeois, Marc; Houot, Hélène; Foltête, Jean-Christophe",Impact of urban developments on the functional connectivity of forested habitats: a joint contribution of advanced urban models and landscape graphs,Land Use Policy,,2648377,10.1016/j.landusepol.2015.12.002,https://linkinghub.elsevier.com/retrieve/pii/S0264837715003932,Y,Besancon,France,potential,probability of connectivity index,na,multi-taxa,none,na,5,na,"comparison of different scenarios, using modelled 'functional connectiivty'. No biological data is used to validate the map"
378,YES,journalArticle,2019,"Tarabon, Simon; Bergès, Laurent; Dutoit, Thierry; Isselin-Nondedeu, Francis",Maximizing habitat connectivity in the mitigation hierarchy. A case study on three terrestrial mammals in an urban environment,Journal of Environmental Management,,3014797,10.1016/j.jenvman.2019.04.121,https://linkinghub.elsevier.com/retrieve/pii/S0301479719305882,Y,Lyon,France,potential,"equivalent connectivity, probability of connectivity index",na,mammalia,none,na,8,na,"sdms to describe habitat suitability, and compare different development scenarios, no validation"
377,YES,journalArticle,2021,"Tarabon, Simon; Dutoit, Thierry; Isselin-Nondedeu, Francis",Pooling biodiversity offsets to improve habitat connectivity and species conservation,Journal of Environmental Management,,3014797,10.1016/j.jenvman.2020.111425,https://linkinghub.elsevier.com/retrieve/pii/S0301479720313505,Y,Lyon,France,potential,interaction flux,na,multi-taxa,none,na,8,na,"resistance values identified from literature, not sure anything is extractable/comparable"
35,YES,journalArticle,2020,"Teitelbaum, Claire S.; Hepinstall-Cymerman, Jeffrey; Kidd-Weaver, Anjelika; Hernandez, Sonia M.; Altizer, Sonia; Hall, Richard J.",Urban specialization reduces habitat connectivity by a highly mobile wading bird,Movement Ecology,,2051-3933,10.1186/s40462-020-00233-7,https://movementecologyjournal.biomedcentral.com/articles/10.1186/s40462-020-00233-7,Y,South Florida,USA,actual,"assortativity, modularity, betweeness centrality",individual track,aves,gps tracking,"text, figure, supplement",na,pos,individual based model of ibis movement. Simulated network compared against actual movement
157,YES,journalArticle,2021,"Tello-García, Elena; Gamboa-Badilla, Nancy; Álvarez, Enrique; Fuentes, Laura; Basnou, Corina; Espelta, Josep Maria; Pino, Joan","Plant species surplus in recent peri-urban forests: the role of forest connectivity, species’ habitat requirements and dispersal types",Biodiversity and Conservation,,"0960-3115, 1572-9710",10.1007/s10531-020-02094-3,http://link.springer.com/10.1007/s10531-020-02094-3,Y,Barcelona,Spain,structural,proportion forest in 500m buffer,"species richness, average species cover in plot",plants,site survey,"text, table",na,mixed,impact dependent on species groups (forest associated vs scrub vs etc.)
37,YES,journalArticle,2011,"Teng, Mingjun; Wu, Changguang; Zhou, Zhixiang; Lord, Elizabeth; Zheng, Zhongming",Multipurpose greenway planning for changing cities: A framework integrating priorities and a least-cost path model,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2011.05.007,https://linkinghub.elsevier.com/retrieve/pii/S0169204611002088,Y,Wuhan,China,structural,least-cost path,na,na,na,na,8,na,"using expert opinion and 'generic surrogate species' to design the resistance values, no actual bio data was incorporated."
391,YES,journalArticle,2016,"Teng, Mingjun; Zhou, Zhixiang; Wang, Pengcheng; Xiao, Wenfa; Wu, Changguang; Lord, Elizabeth",Geotechnology-Based Modeling to Optimize Conservation of Forest Network in Urban Area,Environmental Management,,"0364-152X, 1432-1009",10.1007/s00267-015-0642-6,http://link.springer.com/10.1007/s00267-015-0642-6,Y,Wuhan,China,potential,least-cost path,na,multi-taxa,none,na,5,na,"Good example of how to make resistance maps satellite imagery. VIRTUAL SPECIES ASSEMBLAGE. USE SDMS TO CREATE A CIRCUIT RESISTANCE MAP, NO VERIFICATION OF THE MAP THO."
71,YES,journalArticle,2022,"Thaker, Maria; Amdekar, Madhura S.; Mohanty, Nitya P.; Nageshkumar, Abhijit K.; Prakash, Harish; Seshadri, K. S",An expanding cityscape and its multi-scale effects on lizard distribution,Frontiers in Conservation Science,,2673-611X,10.3389/fcosc.2022.839836,https://www.frontiersin.org/articles/10.3389/fcosc.2022.839836/full,Y,Bengaluru,India,na,na,occurrence,reptilia,site survey,na,5,na,"no actual measure of connectivity is estimated in the study, only mention it in introduction and discussion"
149,YES,journalArticle,2017,"Thornhill, Ian; Batty, Lesley; Hewitt, Matthew; Friberg, Nikolai R.; Ledger, Mark E.",The application of graph theory and percolation analysis for assessing change in the spatial configuration of pond networks,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-017-0724-8,http://link.springer.com/10.1007/s11252-017-0724-8,Y,Birmingham,UK,potential,minimum spanning tree,na,na,na,na,8,na,"graph theoretic model to see how a network of ponds has changed over time, no biological empirical data"
67,YES,journalArticle,2017,"Tian, Yuhong; Liu, Yiqing; Jim, C.; Song, Hanzhang",Assessing Structural Connectivity of Urban Green Spaces in Metropolitan Hong Kong,Sustainability,,2071-1050,10.3390/su9091653,http://www.mdpi.com/2071-1050/9/9/1653,Y,Hong Kong,Hong Kong,potential,na,na,na,na,na,8,na,"study was on human use and access to greenspaces, no empirical biological data was used"
30,YES,journalArticle,2018,"Toger, Marina; Benenson, Itzhak; Wang, Yuqi; Czamanski, Daniel; Malkinson, Dan",Pigs in space: An agent-based model of wild boar (Sus scrofa) movement into cities,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2018.01.006,https://linkinghub.elsevier.com/retrieve/pii/S0169204618300227,Y,Haifa,Israel,na,na,na,mammalia,na,na,5,na,individual based model on wild board movement. Not entirely sure how to interpret this.
383,YES,journalArticle,2013,"Trainor, A. M.; Walters, J. R.; Urban, D. L.; Moody, A.",Evaluating the effectiveness of a Safe Harbor Program for connecting wildlife populations,Animal Conservation,,1469-1795,10.1111/acv.12035,https://onlinelibrary.wiley.com/doi/abs/10.1111/acv.12035,Y,Sandhills,USA,potential,probability of connectivity index,na,aves,na,na,4,na,"NOT in urban area; graph theoretic model, based on Suara and PascualHortal 2007. This study was more to test the efficacy of a connectivity program"
224,YES,journalArticle,2009,"Tremblay, Marie A.; St. Clair, Colleen C.",Factors affecting the permeability of transportation and riparian corridors to the movements of songbirds in an urban landscape,Journal of Applied Ecology,,"0021-8901, 1365-2664",10.1111/j.1365-2664.2009.01717.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2664.2009.01717.x,Y,Calgary,Canada,actual,distance,movement,aves,mob-call survey,"text, table, figure, suppl",na,neg,"AIC models, testing songbirds willingness to cross gaps in urban areas. A rare example of actual recorded movement"
337,YES,journalArticle,2011,"Tremblay, Marie A.; St. Clair, Colleen C.",Permeability of a heterogeneous urban landscape to the movements of forest songbirds: Songbird movements in urban landscapes,Journal of Applied Ecology,,1365-2664,10.1111/j.1365-2664.2011.01978.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2664.2011.01978.x,Y,Calgary,Canada,actual,distance,return time,aves,translocation experiment,"text, table, supplement",na,mixed,translocation experiment with Black capped chikadees and yellow warbler
265,YES,journalArticle,2013,"Trentanovi, Giovanni; Von Der Lippe, Moritz; Sitzia, Tommaso; Ziechmann, Ulrike; Kowarik, Ingo; Cierjacks, Arne",Biotic homogenization at the community scale: disentangling the roles of urbanization and plant invasion,Diversity and Distributions,,13669516,10.1111/ddi.12028,https://onlinelibrary.wiley.com/doi/10.1111/ddi.12028,Y,Berlin,Germany,potential,patch connectivity index,"species richness, shannon-wiener index, simpson's index, jaccard dissimilarity index",plants,site survey,"text, table, figure",na,mixed,"hanski's index for connectivity, boosted regression trees for analysis. Kinda confused how connectivity is incorporated, there is very little explanation"
126,YES,journalArticle,2009,"Trollope, Samuel T.; White, John G.; Cooke, Raylene",The response of ground and bark foraging insectivorous birds across an urban–forest gradient,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2009.06.013,https://linkinghub.elsevier.com/retrieve/pii/S0169204609001236,Y,Melbourne,Australia,structural,"distance to nearest patch >50ha, total extent of tree cover not seperated by more than 100m from focal patch",occurrence,aves,site survey,"text, table",na,mixed,"superb fairy wren, eastern yellow robin, white-browed scrubwren and white throated treecreeper. NO EXAMINATION OF COLLINEARITY OF VARIABLES!"
125,YES,journalArticle,2021,"Turo, Katherine J.; Gardiner, Mary M.",Effects of urban greenspace configuration and native vegetation on bee and wasp reproduction,Conservation Biology,,"0888-8892, 1523-1739",10.1111/cobi.13753,https://onlinelibrary.wiley.com/doi/10.1111/cobi.13753,Y,Cleveland,USA,structural,distance to nearest neighbour,"productivity, abundance",hymenoptera,trap nest,"text, table",na,mixed,"ENN was only significant for 1 response var model, otherwise it was not included in the other models"
43,YES,journalArticle,2015,"Turrini, Tabea; Knop, Eva",A landscape ecology approach identifies important drivers of urban biodiversity,Global Change Biology,,1365-2486,10.1111/gcb.12825,https://onlinelibrary.wiley.com/doi/10.1111/gcb.12825,Y,Zurich; Basel; Geneva; Bern; Locarno; Chur,Switzerland,"structural, potential","isolation factor, patch connectivity index","species richness, abundance, evenness",arthropod,suction trap,"text, table, figure",na,mixed,"isolation factor is a binary variable, based on the number (high >7, low <6). Patch connectivity is based on Hanski 1994"
234,YES,journalArticle,2013,"Unfried, Thomas M.; Hauser, Lorenz; Marzluff, John M.",Effects of urbanization on Song Sparrow (Melospiza melodia) population connectivity,Conservation Genetics,,"1566-0621, 1572-9737",10.1007/s10592-012-0422-2,http://link.springer.com/10.1007/s10592-012-0422-2,Y,Seattle,USA,potential,resistance distance,genetic differentiation,aves,genetic sample,"text, table, figure",na,0,"development age was more important, suggesting a distruption to population connectivity with building infrastructure"
371,YES,journalArticle,2008,"Van Heezik, Yolanda; Smyth, Amber; Mathieu, Renaud",Diversity of native and exotic birds across an urban gradient in a New Zealand city,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2008.06.004,https://linkinghub.elsevier.com/retrieve/pii/S0169204608001060,Y,Dunedin,New Zealand,structural,distance to nearest patch >4ha,"species richness, reciprocal Simpson's index, Morisita-Horn dissimilarity index",aves,transect survey,"text, table, figure",na,neg,differentiate between native and exotic species
439,YES,journalArticle,2018,"Van Helden, Bronte E.; Speldewinde, Peter C.; Close, Paul G.; Comer, Sarah J.","Use of urban bushland remnants by the western ringtail possum (Pseudocheirus occidentalis): short-term home-range size and habitat use in Albany, Western Australia",Australian Mammalogy,,0310-0049,10.1071/AM17026,http://www.publish.csiro.au/?paper=AM17026,Y,Albany,Australia,na,na,na,mammalia,na,na,5,na,"about homerange size and habitat use, no metric of connectivity is calculated"
25,YES,journalArticle,2012,"Van Rossum, Fabienne; Triest, Ludwig",Stepping-stone populations in linear landscape elements increase pollen dispersal between urban forest fragments,Plant Ecology and Evolution,,20323921,10.5091/plecevo.2012.737,https://www.ingentaconnect.com/contentone/botbel/plecevo/2012/00000145/00000003/art00005,Y,Brussels,Belgium,na,na,pollen dispersal,plants,experiment,na,5,na,"using dye to simulate pollen, tested distance of dispersal potential and stepping stone effects"
188,YES,journalArticle,2009,"Vandergast, Amy G.; Lewallen, Eric A.; Deas, Joseph; Bohonak, Andrew J.; Weissman, David B.; Fisher, Robert N.",Loss of genetic connectivity and diversity in urban microreserves in a southern California endemic Jerusalem cricket (Orthoptera: Stenopelmatidae: Stenopelmatus n. sp. “santa monica”),Journal of Insect Conservation,,"1366-638X, 1572-9753",10.1007/s10841-008-9176-z,http://link.springer.com/10.1007/s10841-008-9176-z,Y,Los Angeles,USA,genetic,geographic distance,"mtDNA diversity, ISSR diversity",arthropod,genetic sample,"text, table, figure",na,pos,"geographic distance increases differentiation, (direction of effect)"
219,YES,journalArticle,2019,"Vanstockem, Jan; Bastiaens, Amelie; Helsen, Kenny; Somers, Ben; Hermy, Martin","Community assembly on extensive green roofs: Effects of dispersal?, abiotic? and biotic filtering on the spontaneous species? and functional diversity",Journal of Vegetation Science,,"1100-9233, 1654-1103",10.1111/jvs.12789,https://onlinelibrary.wiley.com/doi/10.1111/jvs.12789,Y,Brussels,Belgium,structural,mean proximity index,"species richness, species cover, shannon-wiener index, functional diversity",plants,site survey,"text, table, figure, appendix",na,0,neutral impact? Unclear writing
218,YES,journalArticle,2021,"Vega, Kevin A.; Küffer, Christoph",Promoting wildflower biodiversity in dense and green cities: The important role of small vegetation patches,Urban Forestry & Urban Greening,,16188667,10.1016/j.ufug.2021.127165,https://linkinghub.elsevier.com/retrieve/pii/S1618866721001904,Y,Zurich,Switzerland,"structural, potential","proportion green space in 200m buffer, dispersal distance-dependant weighted sum of patch area (Si), maximum Si","species richness, community composition",plants,site survey,"text, supplement",na,mixed,"plot level data provided as table, area is conflated in the connectivity metric I think, does this skew the results at all?"
